id,course_id,course_name,source_id,text,target_source_id,target_ids,target_labels,target_resolution,target_details,image_ids
C11:CALL:7419,C11,编译原理,7419,推导,3790,"[""C11:K:3790""]","[""短语""]",direct,"[{""source_id"":""3790"",""entity_id"":""C11:K:3790"",""label"":""短语"",""resolution"":""direct""}]",[]
C11:CALL:7426,C11,编译原理,7426,可归约串,3949,"[""C11:K:3949""]","[""最左素短语""]",direct,"[{""source_id"":""3949"",""entity_id"":""C11:K:3949"",""label"":""最左素短语"",""resolution"":""direct""}]",[]
C11:CALL:7427,C11,编译原理,7427,求最左素短语,3961,"[""C11:K:3961""]","[""最左素短语定理""]",direct,"[{""source_id"":""3961"",""entity_id"":""C11:K:3961"",""label"":""最左素短语定理"",""resolution"":""direct""}]",[]
C11:CALL:7431,C11,编译原理,7431,用于分析各类表达式,3799,"[""C11:K:3799""]","[""算符优先分析算法""]",direct,"[{""source_id"":""3799"",""entity_id"":""C11:K:3799"",""label"":""算符优先分析算法"",""resolution"":""direct""}]",[]
C11:CALL:7434,C11,编译原理,7434,可归约串,4063,"[""C11:K:4063""]","[""句柄p""]",direct,"[{""source_id"":""4063"",""entity_id"":""C11:K:4063"",""label"":""句柄p"",""resolution"":""direct""}]",[]
C11:CALL:7441,C11,编译原理,7441,提高效率,4733,"[""C11:K:4733""]","[""一遍扫描""]",direct,"[{""source_id"":""4733"",""entity_id"":""C11:K:4733"",""label"":""一遍扫描"",""resolution"":""direct""}]",[]
C11:CALL:7442,C11,编译原理,7442,示例,5916,"[""C11:K:5916""]","[""PL语言简介""]",direct,"[{""source_id"":""5916"",""entity_id"":""C11:K:5916"",""label"":""PL语言简介"",""resolution"":""direct""}]",[]
C12:CALL:4177,C12,数据库,4177,C语言与JAVA语言都可作为嵌入式SQL的主语言,4176,"[""C12:K:509"",""C12:K:511"",""C12:K:513"",""C12:K:515"",""C12:K:517"",""C12:K:519"",""C12:K:521"",""C12:K:523"",""C12:K:525"",""C12:K:527"",""C12:K:529"",""C12:K:531"",""C12:K:533""]","[""C语言数据类型"",""Java数据类型"",""分为"",""基本类型"",""包含"",""数值类型"",""字符型"",""布尔型"",""引用数据类型"",""包含"",""类"",""接口"",""数组""]",boundary_members,"[{""source_id"":""509"",""entity_id"":""C12:K:509"",""label"":""C语言数据类型"",""resolution"":""direct""},{""source_id"":""511"",""entity_id"":""C12:K:511"",""label"":""Java数据类型"",""resolution"":""direct""},{""source_id"":""513"",""entity_id"":""C12:K:513"",""label"":""分为"",""resolution"":""direct""},{""source_id"":""515"",""entity_id"":""C12:K:515"",""label"":""基本类型"",""resolution"":""direct""},{""source_id"":""517"",""entity_id"":""C12:K:517"",""label"":""包含"",""resolution"":""direct""},{""source_id"":""519"",""entity_id"":""C12:K:519"",""label"":""数值类型"",""resolution"":""direct""},{""source_id"":""521"",""entity_id"":""C12:K:521"",""label"":""字符型"",""resolution"":""direct""},{""source_id"":""523"",""entity_id"":""C12:K:523"",""label"":""布尔型"",""resolution"":""direct""},{""source_id"":""525"",""entity_id"":""C12:K:525"",""label"":""引用数据类型"",""resolution"":""direct""},{""source_id"":""527"",""entity_id"":""C12:K:527"",""label"":""包含"",""resolution"":""direct""},{""source_id"":""529"",""entity_id"":""C12:K:529"",""label"":""类"",""resolution"":""direct""},{""source_id"":""531"",""entity_id"":""C12:K:531"",""label"":""接口"",""resolution"":""direct""},{""source_id"":""533"",""entity_id"":""C12:K:533"",""label"":""数组"",""resolution"":""direct""}]",[]
C12:CALL:3599,C12,数据库,3599,视图转换时对视图进行视图消解,2437,"[""C12:FI:2437""]","[""视图""]",direct,"[{""source_id"":""2437"",""entity_id"":""C12:FI:2437"",""label"":""视图"",""resolution"":""direct""}]",[]
C16:CALL:5681,C16,人工智能,5681,结构化,523,"[""C16:K:523""]","[""2.框架表达式""]",direct,"[{""source_id"":""523"",""entity_id"":""C16:K:523"",""label"":""2.框架表达式"",""resolution"":""direct""}]",[]
C16:CALL:5682,C16,人工智能,5682,证明,682,"[""C16:K:682""]","[""5.归结反演""]",direct,"[{""source_id"":""682"",""entity_id"":""C16:K:682"",""label"":""5.归结反演"",""resolution"":""direct""}]",[]
C16:CALL:5683,C16,人工智能,5683,求解,684,"[""C16:K:684""]","[""6.归结反演求解问题""]",direct,"[{""source_id"":""684"",""entity_id"":""C16:K:684"",""label"":""6.归结反演求解问题"",""resolution"":""direct""}]",[]
C16:CALL:5688,C16,人工智能,5688,模拟鸟的觅食,2197,"[""C16:K:2197""]","[""1.粒子群优化算法""]",direct,"[{""source_id"":""2197"",""entity_id"":""C16:K:2197"",""label"":""1.粒子群优化算法"",""resolution"":""direct""}]",[]
C16:CALL:5689,C16,人工智能,5689,反馈,2490,"[""C16:K:2490""]","[""4.离散Hopfield神经网络""]",direct,"[{""source_id"":""2490"",""entity_id"":""C16:K:2490"",""label"":""4.离散Hopfield神经网络"",""resolution"":""direct""}]",[]
C16:CALL:5691,C16,人工智能,5691,简单、及时,3962,"[""C16:K:3962""]","[""4.反应式体系结构""]",direct,"[{""source_id"":""3962"",""entity_id"":""C16:K:3962"",""label"":""4.反应式体系结构"",""resolution"":""direct""}]",[]
C16:CALL:5692,C16,人工智能,5692,复杂、慢,3964,"[""C16:K:3964""]","[""5.慎思式体系结构""]",direct,"[{""source_id"":""3964"",""entity_id"":""C16:K:3964"",""label"":""5.慎思式体系结构"",""resolution"":""direct""}]",[]
C16:CALL:5695,C16,人工智能,5695,反应式和慎思式结合,4083,"[""C16:K:4083""]","[""6.复合式体系结构""]",direct,"[{""source_id"":""4083"",""entity_id"":""C16:K:4083"",""label"":""6.复合式体系结构"",""resolution"":""direct""}]",[]
C16:CALL:5700,C16,人工智能,5700,集合表示命题,994,"[""C16:K:994""]","[""3.证据理论""]",direct,"[{""source_id"":""994"",""entity_id"":""C16:K:994"",""label"":""3.证据理论"",""resolution"":""direct""}]",[]
C16:CALL:5701,C16,人工智能,5701,真的可能性,1135,"[""C16:K:1135""]","[""2.信任函数""]",direct,"[{""source_id"":""1135"",""entity_id"":""C16:K:1135"",""label"":""2.信任函数"",""resolution"":""direct""}]",[]
C16:CALL:5702,C16,人工智能,5702,非假的可能性,1137,"[""C16:K:1137""]","[""3.似然函数""]",direct,"[{""source_id"":""1137"",""entity_id"":""C16:K:1137"",""label"":""3.似然函数"",""resolution"":""direct""}]",[]
C16:CALL:5703,C16,人工智能,5703,对传统集合的拓展,123,"[""C16:K:123""]","[""6.模糊推理方法""]",direct,"[{""source_id"":""123"",""entity_id"":""C16:K:123"",""label"":""6.模糊推理方法"",""resolution"":""direct""}]",[]
C16:CALL:5704,C16,人工智能,5704,问题求解：搜索法,121,"[""C16:K:121""]","[""7.搜索求解策略""]",direct,"[{""source_id"":""121"",""entity_id"":""C16:K:121"",""label"":""7.搜索求解策略"",""resolution"":""direct""}]",[]
C16:CALL:5708,C16,人工智能,5708,减少搜索代价,1874,"[""C16:K:1874""]","[""3.单调性""]",direct,"[{""source_id"":""1874"",""entity_id"":""C16:K:1874"",""label"":""3.单调性"",""resolution"":""direct""}]",[]
C16:CALL:5709,C16,人工智能,5709,都符合,1872,"[""C16:K:1872""]","[""2.可采纳性""]",direct,"[{""source_id"":""1872"",""entity_id"":""C16:K:1872"",""label"":""2.可采纳性"",""resolution"":""direct""}]",[]
C16:CALL:5710,C16,人工智能,5710,信息素更新,2407,"[""C16:K:2407""]","[""3.三种不同模型""]",direct,"[{""source_id"":""2407"",""entity_id"":""C16:K:2407"",""label"":""3.三种不同模型"",""resolution"":""direct""}]",[]
C16:CALL:5712,C16,人工智能,5712,反向传播,2616,"[""C16:K:2616""]","[""2.BP学习算法""]",direct,"[{""source_id"":""2616"",""entity_id"":""C16:K:2616"",""label"":""2.BP学习算法"",""resolution"":""direct""}]",[]
C16:CALL:5766,C16,人工智能,5766,结合,5744,"[""C16:K:5744""]","[""3.弱监督学习""]",direct,"[{""source_id"":""5744"",""entity_id"":""C16:K:5744"",""label"":""3.弱监督学习"",""resolution"":""direct""}]",[]
C16:CALL:5767,C16,人工智能,5767,工作量大,5742,"[""C16:K:5742""]","[""1.监督学习（有教师学习）""]",direct,"[{""source_id"":""5742"",""entity_id"":""C16:K:5742"",""label"":""1.监督学习（有教师学习）"",""resolution"":""direct""}]",[]
C18:CALL:495,C18,物联网技术,495,减少空闲侦听,483,"[""C18:K:483""]","[""降低能耗的思路""]",direct,"[{""source_id"":""483"",""entity_id"":""C18:K:483"",""label"":""降低能耗的思路"",""resolution"":""direct""}]",[]
C18:CALL:508,C18,物联网技术,508,定时采样,496,"[""C18:K:496""]","[""Duty Cycle机制p""]",direct,"[{""source_id"":""496"",""entity_id"":""C18:K:496"",""label"":""Duty Cycle机制p"",""resolution"":""direct""}]",[]
C18:CALL:1017,C18,物联网技术,1017,适合用于无线传感网,1003,"[""C18:K:1003""]","[""ZigBee的特点p""]",direct,"[{""source_id"":""1003"",""entity_id"":""C18:K:1003"",""label"":""ZigBee的特点p"",""resolution"":""direct""}]",[]
C18:CALL:2192,C18,物联网技术,2192,远距离,1167,"[""C18:K:1167""]","[""低功耗广域网（LPWAN）""]",direct,"[{""source_id"":""1167"",""entity_id"":""C18:K:1167"",""label"":""低功耗广域网（LPWAN）"",""resolution"":""direct""}]",[]
C18:CALL:2193,C18,物联网技术,2193,低能耗、低成本,1099,"[""C18:K:1099""]","[""反向散射通信(Backscatter)""]",direct,"[{""source_id"":""1099"",""entity_id"":""C18:K:1099"",""label"":""反向散射通信(Backscatter)"",""resolution"":""direct""}]",[]
C18:CALL:2194,C18,物联网技术,2194,扩充频谱资源,1207,"[""C18:K:1207""]","[""可见光通信""]",direct,"[{""source_id"":""1207"",""entity_id"":""C18:K:1207"",""label"":""可见光通信"",""resolution"":""direct""}]",[]
C18:CALL:2206,C18,物联网技术,2206,耗能最多,405,"[""C18:K:405""]","[""通信芯片常用通信芯片及其关键特性：p""]",direct,"[{""source_id"":""405"",""entity_id"":""C18:K:405"",""label"":""通信芯片常用通信芯片及其关键特性：p"",""resolution"":""direct""}]",[]
C18:CALL:2218,C18,物联网技术,2218,信号强度,631,"[""C18:K:631""]","[""RFID RSSI定位p""]",direct,"[{""source_id"":""631"",""entity_id"":""C18:K:631"",""label"":""RFID RSSI定位p"",""resolution"":""direct""}]",[]
C18:CALL:2219,C18,物联网技术,2219,信号相位,637,"[""C18:K:637""]","[""RFID Phase定位ppRFID Phase定位中的问题：p""]",direct,"[{""source_id"":""637"",""entity_id"":""C18:K:637"",""label"":""RFID Phase定位ppRFID Phase定位中的问题：p"",""resolution"":""direct""}]",[]
C18:CALL:2222,C18,物联网技术,2222,信号到达时间,649,"[""C18:K:649""]","[""UWB中的ToA测距""]",direct,"[{""source_id"":""649"",""entity_id"":""C18:K:649"",""label"":""UWB中的ToA测距"",""resolution"":""direct""}]",[]
C21:CALL:2685,C21,微机原理,2685,将表达式的值赋给一个名字。当源程序中需多次引用某一表达式时，可以利用EQU伪指令，用一个符号代替表达式，以便于程序维护,2681,"[""C21:K:2681""]","[""符号定义伪指令""]",direct,"[{""source_id"":""2681"",""entity_id"":""C21:K:2681"",""label"":""符号定义伪指令"",""resolution"":""direct""}]",[]
C21:CALL:4008,C21,微机原理,4008,介绍计算机的基本硬件及原理，重在各部分的连接,3999,"[""C21:F:3999""]","[""计算机组成原理""]",direct,"[{""source_id"":""3999"",""entity_id"":""C21:F:3999"",""label"":""计算机组成原理"",""resolution"":""direct""}]",[]
C21:CALL:4010,C21,微机原理,4010,比计算机组成原理更加具体，以8086/8088为例,3998,"[""C21:F:3998""]","[""微机原理""]",direct,"[{""source_id"":""3998"",""entity_id"":""C21:F:3998"",""label"":""微机原理"",""resolution"":""direct""}]",[]
C21:CALL:4029,C21,微机原理,4029,汇编语言是微机原理的一部分,4000,"[""C21:F:4000""]","[""汇编语言""]",direct,"[{""source_id"":""4000"",""entity_id"":""C21:F:4000"",""label"":""汇编语言"",""resolution"":""direct""}]",[]
