id,course_id,course_name,entity_type,label,source_id,parent_id,path,image_ids,extra_json
C11:K:2110,C11,编译原理,knowledge,左线性文法,2110,C11:K:2087,编译原理 > 3.高级程序设计语言的语法描述 > 形式语言鸟瞰 > 乔姆斯基形式语言体系 > 分为 > 3型(正规文法，有限自动机) > 左线性文法,"[""C11:IMG:2114""]",
C11:K:2134,C11,编译原理,knowledge,四种类型文法描述能力比较,2134,C11:K:2077,编译原理 > 3.高级程序设计语言的语法描述 > 形式语言鸟瞰 > 乔姆斯基形式语言体系 > 四种类型文法描述能力比较,"[""C11:IMG:2138""]",
C11:K:2139,C11,编译原理,knowledge,大多数程序设计语言可以使用上下文无关文法来分析,2139,C11:K:2134,编译原理 > 3.高级程序设计语言的语法描述 > 形式语言鸟瞰 > 乔姆斯基形式语言体系 > 四种类型文法描述能力比较 > 大多数程序设计语言可以使用上下文无关文法来分析,[],
C11:K:2141,C11,编译原理,knowledge,超出上下文无关文法的部分交给语义分析,2141,C11:K:2134,编译原理 > 3.高级程序设计语言的语法描述 > 形式语言鸟瞰 > 乔姆斯基形式语言体系 > 四种类型文法描述能力比较 > 超出上下文无关文法的部分交给语义分析,[],
C11:K:2144,C11,编译原理,knowledge,词法分析1,2144,C11:K:8189,编译原理 > 4.词法分析 > 词法分析1,[],
C11:K:2146,C11,编译原理,knowledge,词法分析概括,2146,C11:K:2144,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括,[],
C11:K:2150,C11,编译原理,knowledge,词法分析器的设计,2150,C11:K:2144,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计,[],
C11:K:2152,C11,编译原理,knowledge,词法分析器的结构,2152,C11:K:2150,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 词法分析器的结构,[],
C11:K:2154,C11,编译原理,knowledge,超前搜索,2154,C11:K:2150,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索,[],
C11:K:2156,C11,编译原理,knowledge,状态转换图,2156,C11:K:2150,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图,[],
C11:K:2158,C11,编译原理,knowledge,状态转换图的实现,2158,C11:K:2150,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现,[],
C11:K:2170,C11,编译原理,knowledge,词法分析的任务,2170,C11:K:2146,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析的任务,[],
C11:K:2172,C11,编译原理,knowledge,词法分析的任务,2172,C11:K:2170,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析的任务 > 词法分析的任务,[],
C11:K:2174,C11,编译原理,knowledge,词法分析器(Lexical Analyzer),2174,C11:K:2170,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析的任务 > 词法分析器(Lexical Analyzer),[],
C11:K:2176,C11,编译原理,knowledge,从左至右逐个字符地对源程序进行扫描，产生一个个单词符号,2176,C11:K:2172,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析的任务 > 词法分析的任务 > 从左至右逐个字符地对源程序进行扫描，产生一个个单词符号,[],
C11:K:2178,C11,编译原理,knowledge,扫描器(Scanner),2178,C11:K:2174,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析的任务 > 词法分析器(Lexical Analyzer) > 扫描器(Scanner),[],
C11:K:2180,C11,编译原理,knowledge,执行词法分析的程序,2180,C11:K:2174,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析的任务 > 词法分析器(Lexical Analyzer) > 执行词法分析的程序,[],
C11:K:2182,C11,编译原理,knowledge,词法分析器的功能,2182,C11:K:2146,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能,[],
C11:K:2184,C11,编译原理,knowledge,功能,2184,C11:K:2182,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 功能,[],
C11:K:2188,C11,编译原理,knowledge,输入源程序、输出单词符号,2188,C11:K:2184,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 功能 > 输入源程序、输出单词符号,[],
C11:K:2192,C11,编译原理,knowledge,单词符号的种类,2192,C11:K:2182,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类,[],
C11:K:2194,C11,编译原理,knowledge,基本字,2194,C11:K:2192,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 基本字,[],
C11:K:2196,C11,编译原理,knowledge,标识符,2196,C11:K:2192,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 标识符,[],
C11:K:2198,C11,编译原理,knowledge,常数,2198,C11:K:2192,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 常数,[],
C11:K:2200,C11,编译原理,knowledge,运算符,2200,C11:K:2192,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 运算符,[],
C11:K:2202,C11,编译原理,knowledge,界符,2202,C11:K:2192,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 界符,[],
C11:K:2204,C11,编译原理,knowledge,如 begin，repeat，for，…,2204,C11:K:2194,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 基本字 > 如 begin，repeat，for，…,[],
C11:K:2206,C11,编译原理,knowledge,用来表示各种名字，如变量名、数组名和过程名,2206,C11:K:2196,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 标识符 > 用来表示各种名字，如变量名、数组名和过程名,[],
C11:K:2208,C11,编译原理,knowledge,各种类型的常数,2208,C11:K:2198,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 常数 > 各种类型的常数,[],
C11:K:2210,C11,编译原理,knowledge,+，-，*，/，…,2210,C11:K:2200,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 运算符 > +，-，*，/，…,[],
C11:K:2212,C11,编译原理,knowledge,逗号、分号、括号和空白,2212,C11:K:2202,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的功能 > 单词符号的种类 > 界符 > 逗号、分号、括号和空白,[],
C11:K:2214,C11,编译原理,knowledge,词法分析器的输出,2214,C11:K:2146,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出,[],
C11:K:2216,C11,编译原理,knowledge,输出的单词符号的表示形式,2216,C11:K:2214,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 输出的单词符号的表示形式,[],
C11:K:2218,C11,编译原理,knowledge,(单词种别，单词自身的值),2218,C11:K:2216,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 输出的单词符号的表示形式 > (单词种别，单词自身的值),[],
C11:K:2220,C11,编译原理,knowledge,单词种别通常用整数编码表示,2220,C11:K:2214,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 单词种别通常用整数编码表示,[],
C11:K:2222,C11,编译原理,knowledge,若一个种别只有一个单词符号，则种别编码就代表该单词符号,2222,C11:K:2220,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 单词种别通常用整数编码表示 > 若一个种别只有一个单词符号，则种别编码就代表该单词符号,[],
C11:K:2224,C11,编译原理,knowledge,基本字、运算符和界符都是一符一种,2224,C11:K:2222,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 单词种别通常用整数编码表示 > 若一个种别只有一个单词符号，则种别编码就代表该单词符号 > 基本字、运算符和界符都是一符一种,[],
C11:K:2226,C11,编译原理,knowledge,若一个种别有多个单词符号，则对于每个单词符号，给出种别编码和自身的值,2226,C11:K:2220,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 单词种别通常用整数编码表示 > 若一个种别有多个单词符号，则对于每个单词符号，给出种别编码和自身的值,[],
C11:K:2228,C11,编译原理,knowledge,标识符单列一种,2228,C11:K:2226,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 单词种别通常用整数编码表示 > 若一个种别有多个单词符号，则对于每个单词符号，给出种别编码和自身的值 > 标识符单列一种,[],
C11:K:2230,C11,编译原理,knowledge,常数按类型分种,2230,C11:K:2226,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 单词种别通常用整数编码表示 > 若一个种别有多个单词符号，则对于每个单词符号，给出种别编码和自身的值 > 常数按类型分种,[],
C11:K:2232,C11,编译原理,knowledge,标识符自身的值表示成按机器字节划分的内部码,2232,C11:K:2228,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 单词种别通常用整数编码表示 > 若一个种别有多个单词符号，则对于每个单词符号，给出种别编码和自身的值 > 标识符单列一种 > 标识符自身的值表示成按机器字节划分的内部码,[],
C11:K:2234,C11,编译原理,knowledge,常数的值则表示成标准的二进制形式,2234,C11:K:2230,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 单词种别通常用整数编码表示 > 若一个种别有多个单词符号，则对于每个单词符号，给出种别编码和自身的值 > 常数按类型分种 > 常数的值则表示成标准的二进制形式,[],
C11:K:2236,C11,编译原理,knowledge,例子,2236,C11:K:2214,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器的输出 > 例子,"[""C11:IMG:2240"",""C11:IMG:2243""]",
C11:K:2244,C11,编译原理,knowledge,词法分析器作为一个独立子程序,2244,C11:K:2146,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器作为一个独立子程序,[],
C11:K:2246,C11,编译原理,knowledge,词法分析作为一个独立的阶段,2246,C11:K:2244,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器作为一个独立子程序 > 词法分析作为一个独立的阶段,[],
C11:K:2248,C11,编译原理,knowledge,但不一定不作为单独的一遍,2248,C11:K:2244,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器作为一个独立子程序 > 但不一定不作为单独的一遍,[],
C11:K:2250,C11,编译原理,knowledge,结构简洁、清晰和条理化，有利于集中考虑词法分析一些枝节问题,2250,C11:K:2246,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器作为一个独立子程序 > 词法分析作为一个独立的阶段 > 结构简洁、清晰和条理化，有利于集中考虑词法分析一些枝节问题,[],
C11:K:2252,C11,编译原理,knowledge,将其处理为一个子程序,2252,C11:K:2248,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器作为一个独立子程序 > 但不一定不作为单独的一遍 > 将其处理为一个子程序,[],
C11:K:2254,C11,编译原理,knowledge,词法分析器在编译器中地位,2254,C11:K:2146,编译原理 > 4.词法分析 > 词法分析1 > 词法分析概括 > 词法分析器在编译器中地位,"[""C11:IMG:2261""]",
C11:K:2262,C11,编译原理,knowledge,图示,2262,C11:K:2152,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 词法分析器的结构 > 图示,"[""C11:IMG:2266""]",
C11:K:2267,C11,编译原理,knowledge,扫描缓冲区,2267,C11:K:2152,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 词法分析器的结构 > 扫描缓冲区,"[""C11:IMG:2271""]",
C11:K:2272,C11,编译原理,knowledge,两个半区互补使用,2272,C11:K:2267,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 词法分析器的结构 > 扫描缓冲区 > 两个半区互补使用,[],
C11:K:2274,C11,编译原理,knowledge,例子,2274,C11:K:2267,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 词法分析器的结构 > 扫描缓冲区 > 例子,"[""C11:IMG:2278""]",
C11:K:2279,C11,编译原理,knowledge,起点指示器指向单词首部,2279,C11:K:2267,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 词法分析器的结构 > 扫描缓冲区 > 起点指示器指向单词首部,[],
C11:K:2281,C11,编译原理,knowledge,搜索指示器指向单词尾部,2281,C11:K:2267,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 词法分析器的结构 > 扫描缓冲区 > 搜索指示器指向单词尾部,[],
C11:K:2283,C11,编译原理,knowledge,基本字识别,2283,C11:K:2154,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 基本字识别,[],
C11:K:2285,C11,编译原理,knowledge,例如,2285,C11:K:2283,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 基本字识别 > 例如,"[""C11:IMG:2289""]",
C11:K:2292,C11,编译原理,knowledge,需要超前搜索才能确定哪些是基本字,2292,C11:K:2283,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 基本字识别 > 需要超前搜索才能确定哪些是基本字,[],
C11:K:2294,C11,编译原理,knowledge,标识符识别,2294,C11:K:2154,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 标识符识别,[],
C11:K:2296,C11,编译原理,knowledge,常数识别,2296,C11:K:2154,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 常数识别,[],
C11:K:2298,C11,编译原理,knowledge,算符和界符的识别,2298,C11:K:2154,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 算符和界符的识别,[],
C11:K:2300,C11,编译原理,knowledge,字母开头的字母数字串，后跟界符或算符,2300,C11:K:2294,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 标识符识别 > 字母开头的字母数字串，后跟界符或算符,[],
C11:K:2302,C11,编译原理,knowledge,识别出算术常数并将其转变为二进制内码表示,2302,C11:K:2296,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 常数识别 > 识别出算术常数并将其转变为二进制内码表示,[],
C11:K:2306,C11,编译原理,knowledge,例如,2306,C11:K:2296,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 常数识别 > 例如,"[""C11:IMG:2310""]",
C11:K:2311,C11,编译原理,knowledge,把多字符组成的算符和界符拼合成一个单词符号,2311,C11:K:2298,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 算符和界符的识别 > 把多字符组成的算符和界符拼合成一个单词符号,[],
C11:K:2313,C11,编译原理,knowledge,例如,2313,C11:K:2298,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 算符和界符的识别 > 例如,"[""C11:IMG:2317""]",
C11:K:2318,C11,编译原理,knowledge,几点限制——不必使用超前搜索,2318,C11:K:2154,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 几点限制——不必使用超前搜索,[],
C11:K:2320,C11,编译原理,knowledge,所有基本字都是保留字;用户不能用它们作自己的标识符,2320,C11:K:2318,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 几点限制——不必使用超前搜索 > 所有基本字都是保留字;用户不能用它们作自己的标识符,[],
C11:K:2322,C11,编译原理,knowledge,基本字作为特殊的标识符来处理，使用保留字表,2322,C11:K:2318,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 几点限制——不必使用超前搜索 > 基本字作为特殊的标识符来处理，使用保留字表,[],
C11:K:2324,C11,编译原理,knowledge,如果基本字、标识符和常数(或标号)之间没有确定的运算符或界符作间隔，则必须使用一个空白符作间隔,2324,C11:K:2318,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 超前搜索 > 几点限制——不必使用超前搜索 > 如果基本字、标识符和常数(或标号)之间没有确定的运算符或界符作间隔，则必须使用一个空白符作间隔,"[""C11:IMG:2328""]",
C11:K:2329,C11,编译原理,knowledge,状态转换图,2329,C11:K:2156,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图,[],
C11:K:2331,C11,编译原理,knowledge,词法分析器的设计示例,2331,C11:K:2156,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 词法分析器的设计示例,[],
C11:K:2333,C11,编译原理,knowledge,结点代表状态，用圆圈表示,2333,C11:K:2345,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图 > 状态转换图是一张有限方向图 > 结点代表状态，用圆圈表示,[],
C11:K:2335,C11,编译原理,knowledge,状态之间用箭弧连结，箭弧上的标记(字符)代表射出结状态下可能出现的输入字符或字符类,2335,C11:K:2345,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图 > 状态转换图是一张有限方向图 > 状态之间用箭弧连结，箭弧上的标记(字符)代表射出结状态下可能出现的输入字符或字符类,[],
C11:K:2337,C11,编译原理,knowledge,一张转换图只包含有限个状态，其中有一个为初态，至少要有一个终态,2337,C11:K:2345,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图 > 状态转换图是一张有限方向图 > 一张转换图只包含有限个状态，其中有一个为初态，至少要有一个终态,[],
C11:K:2339,C11,编译原理,knowledge,例子,2339,C11:K:2345,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图 > 状态转换图是一张有限方向图 > 例子,"[""C11:IMG:2344""]",
C11:K:2345,C11,编译原理,knowledge,状态转换图是一张有限方向图,2345,C11:K:2329,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图 > 状态转换图是一张有限方向图,[],
C11:K:2347,C11,编译原理,knowledge,状态转换图可用于识别(或接受)一定的字符串,2347,C11:K:2329,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图 > 状态转换图可用于识别(或接受)一定的字符串,[],
C11:K:2349,C11,编译原理,knowledge,若存在一条从初态到某一终态的道路，且这条路上所有弧上的标记符连接成的字等于α，则称α被该状态转换图所识别(接受）,2349,C11:K:2347,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图 > 状态转换图可用于识别(或接受)一定的字符串 > 若存在一条从初态到某一终态的道路，且这条路上所有弧上的标记符连接成的字等于α，则称α被该状态转换图所识别(接受）,[],
C11:K:2351,C11,编译原理,knowledge,例子,2351,C11:K:2347,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 状态转换图 > 状态转换图可用于识别(或接受)一定的字符串 > 例子,"[""C11:IMG:2355""]",
C11:K:2356,C11,编译原理,knowledge,一个简单的程序设计语言,2356,C11:K:2331,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 词法分析器的设计示例 > 一个简单的程序设计语言,[],
C11:K:2360,C11,编译原理,knowledge,单词表,2360,C11:K:2356,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 词法分析器的设计示例 > 一个简单的程序设计语言 > 单词表,"[""C11:IMG:2364""]",
C11:K:2367,C11,编译原理,knowledge,设计状态转换图,2367,C11:K:2356,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图 > 词法分析器的设计示例 > 一个简单的程序设计语言 > 设计状态转换图,"[""C11:IMG:2371""]",
C11:K:2372,C11,编译原理,knowledge,词法分析器的设计示例,2372,C11:K:2158,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 词法分析器的设计示例,"[""C11:IMG:2382""]",
C11:K:2374,C11,编译原理,knowledge,状态转换图的代码实现,2374,C11:K:2372,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 词法分析器的设计示例 > 状态转换图的代码实现,[],
C11:K:2376,C11,编译原理,knowledge,每个状态结点对应一小段程序,2376,C11:K:2374,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 词法分析器的设计示例 > 状态转换图的代码实现 > 每个状态结点对应一小段程序,[],
C11:K:2378,C11,编译原理,knowledge,状态转换图的实现,2378,C11:K:2158,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现,[],
C11:K:2383,C11,编译原理,knowledge,不含回路的分叉结点,2383,C11:K:2378,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 不含回路的分叉结点,"[""C11:IMG:2389"",""C11:IMG:2392""]",
C11:K:2385,C11,编译原理,knowledge,可用一个CASE语句或一组IF-THEN-ELSE语句实现,2385,C11:K:2383,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 不含回路的分叉结点 > 可用一个CASE语句或一组IF-THEN-ELSE语句实现,[],
C11:K:2393,C11,编译原理,knowledge,含回路的状态结点,2393,C11:K:2378,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 含回路的状态结点,"[""C11:IMG:2399"",""C11:IMG:2403""]",
C11:K:2395,C11,编译原理,knowledge,对应一段由WHILE结构和IF语句构成的程序,2395,C11:K:2393,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 含回路的状态结点 > 对应一段由WHILE结构和IF语句构成的程序,[],
C11:K:2404,C11,编译原理,knowledge,终态结点,2404,C11:K:2378,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 终态结点,"[""C11:IMG:2410"",""C11:IMG:2413""]",
C11:K:2406,C11,编译原理,knowledge,表示识别出某种单词符号，对应返回语句,2406,C11:K:2404,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 终态结点 > 表示识别出某种单词符号，对应返回语句,[],
C11:K:2414,C11,编译原理,knowledge,全局变量与过程,2414,C11:K:2378,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程,[],
C11:K:2416,C11,编译原理,knowledge,ch字符变量,2416,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > ch字符变量,[],
C11:K:2418,C11,编译原理,knowledge,strToken字符数组,2418,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > strToken字符数组,[],
C11:K:2422,C11,编译原理,knowledge,GetChar子程序过程,2422,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > GetChar子程序过程,[],
C11:K:2424,C11,编译原理,knowledge,GetBC子程序过程,2424,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > GetBC子程序过程,[],
C11:K:2426,C11,编译原理,knowledge,Concat子程序,2426,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > Concat子程序,[],
C11:K:2428,C11,编译原理,knowledge,IsLetter和IsDisgital布尔函数,2428,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > IsLetter和IsDisgital布尔函数,[],
C11:K:2430,C11,编译原理,knowledge,存放最新读入的源程序字符,2430,C11:K:2416,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > ch字符变量 > 存放最新读入的源程序字符,[],
C11:K:2432,C11,编译原理,knowledge,存放构成单词符号的字符串,2432,C11:K:2418,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > strToken字符数组 > 存放构成单词符号的字符串,[],
C11:K:2434,C11,编译原理,knowledge,把下一个字符读入到 ch 中,2434,C11:K:2422,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > GetChar子程序过程 > 把下一个字符读入到 ch 中,[],
C11:K:2436,C11,编译原理,knowledge,跳过空白符，直至 ch 中读入一非空白符,2436,C11:K:2424,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > GetBC子程序过程 > 跳过空白符，直至 ch 中读入一非空白符,[],
C11:K:2438,C11,编译原理,knowledge,把ch中的字符连接到 strToken,2438,C11:K:2426,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > Concat子程序 > 把ch中的字符连接到 strToken,[],
C11:K:2440,C11,编译原理,knowledge,判断ch中字符是否为字母和数字,2440,C11:K:2428,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > IsLetter和IsDisgital布尔函数 > 判断ch中字符是否为字母和数字,[],
C11:K:2442,C11,编译原理,knowledge,Reserve整型函数,2442,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > Reserve整型函数,[],
C11:K:2444,C11,编译原理,knowledge,Retract子程序,2444,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > Retract子程序,[],
C11:K:2446,C11,编译原理,knowledge,InsertId整型函数,2446,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > InsertId整型函数,[],
C11:K:2448,C11,编译原理,knowledge,InsertConst整型函数过程,2448,C11:K:2414,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > InsertConst整型函数过程,[],
C11:K:2452,C11,编译原理,knowledge,对于strToken中的字符串查找保留字表，若它是保留字则给出它的编码，否则回送0,2452,C11:K:2442,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > Reserve整型函数 > 对于strToken中的字符串查找保留字表，若它是保留字则给出它的编码，否则回送0,[],
C11:K:2454,C11,编译原理,knowledge,把搜索指针回调一个字符位置,2454,C11:K:2444,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > Retract子程序 > 把搜索指针回调一个字符位置,[],
C11:K:2456,C11,编译原理,knowledge,将strToken中的标识符插入符号表，返回符号表指针,2456,C11:K:2446,编译原理 > 4.词法分析 > 词法分析1 > 词法分析器的设计 > 状态转换图的实现 > 状态转换图的实现 > 全局变量与过程 > InsertId整型函数 > 将strToken中的标识符插入符号表，返回符号表指针,[],
