id,course_id,course_name,source_id,label,source_label,entity_type,emmx_type,parent_id,depth,path,child_count,is_leaf,potential_duplicate_group,compressed_via_source_ids,image_ids
C08:K:1170,C08,计算机组成原理,1170,特性,,knowledge,SubTopic,C08:K:1168,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 特性,2,False,,[],[]
C08:K:1172,C08,计算机组成原理,1172,计算（a＋b）的补码其实就是计算a的补码加上b的补码,,knowledge,SubTopic,C08:K:1170,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 特性 > 计算（a＋b）的补码其实就是计算a的补码加上b的补码,0,True,,[],[]
C08:K:1174,C08,计算机组成原理,1174,计算（a-b）的补码其实就是计算a的补码加上-b的补码,,knowledge,SubTopic,C08:K:1170,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 特性 > 计算（a-b）的补码其实就是计算a的补码加上-b的补码,0,True,,[],[]
C08:K:1176,C08,计算机组成原理,1176,溢出,,knowledge,SubTopic,C08:K:1168,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出,3,False,,[],[]
C08:K:1178,C08,计算机组成原理,1178,定义,,knowledge,SubTopic,C08:K:1176,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 定义,1,False,,[],[]
C08:K:1180,C08,计算机组成原理,1180,"当所存储的数超过二进制(固定长度)所能表示的值的范围时, 二进制所表示的数值出现错误, 这种现象称为溢出.",,knowledge,SubTopic,C08:K:1178,9,"计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 定义 > 当所存储的数超过二进制(固定长度)所能表示的值的范围时, 二进制所表示的数值出现错误, 这种现象称为溢出.",0,True,,[],[]
C08:K:1182,C08,计算机组成原理,1182,分类,,knowledge,SubTopic,C08:K:1176,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 分类,2,False,,[],[]
C08:K:1184,C08,计算机组成原理,1184,正溢出：01,,knowledge,SubTopic,C08:K:1182,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 分类 > 正溢出：01,1,False,,[],[]
C08:K:1186,C08,计算机组成原理,1186,解释,,knowledge,SubTopic,C08:K:1184,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 分类 > 正溢出：01 > 解释,1,False,,[],[]
C08:K:1188,C08,计算机组成原理,1188,当两个正数相加超出进制表示范围称为正溢出,,knowledge,SubTopic,C08:K:1186,11,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 分类 > 正溢出：01 > 解释 > 当两个正数相加超出进制表示范围称为正溢出,0,True,,[],[]
C08:K:1190,C08,计算机组成原理,1190,负溢出：10,,knowledge,SubTopic,C08:K:1182,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 分类 > 负溢出：10,1,False,,[],[]
C08:K:1192,C08,计算机组成原理,1192,解释,,knowledge,SubTopic,C08:K:1190,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 分类 > 负溢出：10 > 解释,1,False,,[],[]
C08:K:1194,C08,计算机组成原理,1194,两个负数进行运算超出进制表示范围称为负溢出.,,knowledge,SubTopic,C08:K:1192,11,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 分类 > 负溢出：10 > 解释 > 两个负数进行运算超出进制表示范围称为负溢出.,0,True,,[],[]
C08:K:1196,C08,计算机组成原理,1196,溢出判断,,knowledge,SubTopic,C08:K:1176,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 溢出判断,1,False,,[],[]
C08:K:1198,C08,计算机组成原理,1198,采用双符号位,,knowledge,SubTopic,C08:K:1196,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 溢出判断 > 采用双符号位,1,False,,[],[]
C08:K:1200,C08,计算机组成原理,1200,正数符号为00，负数为11，结果的两个符号位是ab，v=a异或b若v=0，表示无溢出，若v=1，表示有溢出,,knowledge,SubTopic,C08:K:1198,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 加减运算 > 溢出 > 溢出判断 > 采用双符号位 > 正数符号为00，负数为11，结果的两个符号位是ab，v=a异或b若v=0，表示无溢出，若v=1，表示有溢出,0,True,,[],[]
C08:K:1202,C08,计算机组成原理,1202,乘法运算依赖的是加减法和移位运算,,knowledge,SubTopic,C08:K:1166,6,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 乘法运算依赖的是加减法和移位运算,1,False,,[],[]
C08:K:1204,C08,计算机组成原理,1204,分类,,knowledge,SubTopic,C08:K:1202,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 乘法运算依赖的是加减法和移位运算 > 分类,2,False,,[],[]
C08:K:1206,C08,计算机组成原理,1206,原码乘法,,knowledge,SubTopic,C08:K:1204,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 乘法运算依赖的是加减法和移位运算 > 分类 > 原码乘法,1,False,,[],[]
C08:K:1208,C08,计算机组成原理,1208,特性,,knowledge,SubTopic,C08:K:1206,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 乘法运算依赖的是加减法和移位运算 > 分类 > 原码乘法 > 特性,1,False,,[],[]
C08:K:1210,C08,计算机组成原理,1210,利用被乘数一位一位比对乘数，当乘数位是1时，则加上被乘数的值，然后右移一位；否则，则加上0，在右移一位,,knowledge,SubTopic,C08:K:1208,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 乘法运算依赖的是加减法和移位运算 > 分类 > 原码乘法 > 特性 > 利用被乘数一位一位比对乘数，当乘数位是1时，则加上被乘数的值，然后右移一位；否则，则加上0，在右移一位,0,True,,[],[]
C08:K:1212,C08,计算机组成原理,1212,补码乘法,,knowledge,SubTopic,C08:K:1204,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 乘法运算依赖的是加减法和移位运算 > 分类 > 补码乘法,1,False,,[],[]
C08:K:1214,C08,计算机组成原理,1214,特性,,knowledge,SubTopic,C08:K:1212,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 乘法运算依赖的是加减法和移位运算 > 分类 > 补码乘法 > 特性,1,False,,[],[]
C08:K:1216,C08,计算机组成原理,1216,利用乘数的高位和低位的比较；如果低位减去高位等于0：则加0，右移一位如果低位减去高位等于1：则加被乘数的补码，右移一位如果低位减去高位等于-1：则加被乘数相反数的补码，右移一位,,knowledge,SubTopic,C08:K:1214,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 乘法运算依赖的是加减法和移位运算 > 分类 > 补码乘法 > 特性 > 利用乘数的高位和低位的比较；如果低位减去高位等于0：则加0，右移一位如果低位减去高位等于1：则加被乘数的补码，右移一位如果低位减去高位等于-1：则加被乘数相反数的补码，右移一位,0,True,,[],[]
C08:K:1218,C08,计算机组成原理,1218,除法运算依赖的是加减法和移位运算,,knowledge,SubTopic,C08:K:1166,6,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 除法运算依赖的是加减法和移位运算,1,False,,[],[]
C08:K:1220,C08,计算机组成原理,1220,分类,,knowledge,SubTopic,C08:K:1218,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 除法运算依赖的是加减法和移位运算 > 分类,2,False,,[],[]
C08:K:1222,C08,计算机组成原理,1222,原码恢复余数法,,knowledge,SubTopic,C08:K:1220,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 除法运算依赖的是加减法和移位运算 > 分类 > 原码恢复余数法,1,False,,[],[]
C08:K:1224,C08,计算机组成原理,1224,特性,,knowledge,SubTopic,C08:K:1222,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 除法运算依赖的是加减法和移位运算 > 分类 > 原码恢复余数法 > 特性,1,False,,[],[]
C08:K:1226,C08,计算机组成原理,1226,符号位单独处理，分别取除数和被除数绝对值进行运算（和原码两位乘一样，参与运算的是绝对值的补码）若余数（被除数）为正，表示够减，商上1，左移一位，减去[ y ] 补 [y]_补[y] 补 ；若余数（被除数）为负，表示不够减，商上0，恢复余数（加上除数），左移一位，加上[ − y ] 补 [-y]_补[−y] 补重复上一步骤n次（需设置一个计数器）若最后一步余数为负，需要恢复余数，否则不需要,,knowledge,SubTopic,C08:K:1224,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 除法运算依赖的是加减法和移位运算 > 分类 > 原码恢复余数法 > 特性 > 符号位单独处理，分别取除数和被除数绝对值进行运算（和原码两位乘一样，参与运算的是绝对值的补码）若余数（被除数）为正，表示够减，商上1，左移一位，减去[ y ] 补 [y]_补[y] 补 ；若余数（被除数）为负，表示不够减，商上0，恢复余数（加上除数），左移一位，加上[ − y ] 补 [-y]_补[−y] 补重复上一步骤n次（需设置一个计数器）若最后一步余数为负，需要恢复余数，否则不需要,0,True,,[],[]
C08:K:1228,C08,计算机组成原理,1228,原码不恢复余数法,,knowledge,SubTopic,C08:K:1220,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 除法运算依赖的是加减法和移位运算 > 分类 > 原码不恢复余数法,1,False,,[],[]
C08:K:1230,C08,计算机组成原理,1230,特性,,knowledge,SubTopic,C08:K:1228,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 除法运算依赖的是加减法和移位运算 > 分类 > 原码不恢复余数法 > 特性,1,False,,[],[]
C08:K:1232,C08,计算机组成原理,1232,"与恢复余数法的区别：若余数（被除数）为负，表示不够减，商上0，恢复余数（加上除数） ，左移一位，加上[-y]_补 , 加上[ y ] 补 [y]_补[y] 补",,knowledge,SubTopic,C08:K:1230,10,"计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 除法运算依赖的是加减法和移位运算 > 分类 > 原码不恢复余数法 > 特性 > 与恢复余数法的区别：若余数（被除数）为负，表示不够减，商上0，恢复余数（加上除数） ，左移一位，加上[-y]_补 , 加上[ y ] 补 [y]_补[y] 补",0,True,,[],[]
C08:K:1234,C08,计算机组成原理,1234,浮点数运算,,knowledge,SubTopic,C08:K:1166,6,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算,5,False,,[],[]
C08:K:1236,C08,计算机组成原理,1236,浮点数的表示,,knowledge,SubTopic,C08:K:1234,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的表示,1,False,,[],[]
C08:K:1238,C08,计算机组成原理,1238,instance,,knowledge,SubTopic,C08:K:1236,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的表示 > instance,1,False,,[],[]
C08:K:1240,C08,计算机组成原理,1240,阶符＋阶码的数值部分＋数符+尾数的数值部分,,knowledge,SubTopic,C08:K:1238,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的表示 > instance > 阶符＋阶码的数值部分＋数符+尾数的数值部分,0,True,,[],[]
C08:K:1242,C08,计算机组成原理,1242,特性,,knowledge,SubTopic,C08:K:1234,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 特性,3,False,,[],[]
C08:K:1244,C08,计算机组成原理,1244,阶码E反应浮点数的表示范围及小数点的实际位置,,knowledge,SubTopic,C08:K:1242,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 特性 > 阶码E反应浮点数的表示范围及小数点的实际位置,0,True,,[],[]
C08:K:1246,C08,计算机组成原理,1246,尾数M的数值部分的位数n反映浮点数的精度,,knowledge,SubTopic,C08:K:1242,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 特性 > 尾数M的数值部分的位数n反映浮点数的精度,0,True,,[],[]
C08:K:1248,C08,计算机组成原理,1248,N=r^E*M,,knowledge,SubTopic,C08:K:1242,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 特性 > N=r^E*M,0,True,,[],[]
C08:K:1250,C08,计算机组成原理,1250,浮点数的规格化,,knowledge,SubTopic,C08:K:1234,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化,2,False,,[],[]
C08:K:1252,C08,计算机组成原理,1252,分类,,knowledge,SubTopic,C08:K:1250,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 分类,2,False,,[],[]
C08:K:1254,C08,计算机组成原理,1254,左规,,knowledge,SubTopic,C08:K:1252,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 分类 > 左规,1,False,,[],[]
C08:K:1256,C08,计算机组成原理,1256,特性,,knowledge,SubTopic,C08:K:1254,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 分类 > 左规 > 特性,1,False,,[],[]
C08:K:1258,C08,计算机组成原理,1258,尾数左移1位，阶码减1,,knowledge,SubTopic,C08:K:1256,11,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 分类 > 左规 > 特性 > 尾数左移1位，阶码减1,0,True,,[],[]
C08:K:1260,C08,计算机组成原理,1260,右规,,knowledge,SubTopic,C08:K:1252,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 分类 > 右规,1,False,,[],[]
C08:K:1262,C08,计算机组成原理,1262,特性,,knowledge,SubTopic,C08:K:1260,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 分类 > 右规 > 特性,1,False,,[],[]
C08:K:1264,C08,计算机组成原理,1264,尾数右移1位，阶码加1,,knowledge,SubTopic,C08:K:1262,11,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 分类 > 右规 > 特性 > 尾数右移1位，阶码加1,0,True,,[],[]
C08:K:1266,C08,计算机组成原理,1266,特性,,knowledge,SubTopic,C08:K:1250,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 特性,1,False,,[],[]
C08:K:1268,C08,计算机组成原理,1268,规定尾数的最高位必须是一个有效值,,knowledge,SubTopic,C08:K:1266,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 浮点数的规格化 > 特性 > 规定尾数的最高位必须是一个有效值,0,True,,[],[]
C08:K:1270,C08,计算机组成原理,1270,IEE754标准,,knowledge,SubTopic,C08:K:1234,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > IEE754标准,1,False,,[],[]
C08:K:1272,C08,计算机组成原理,1272,规格化的短浮点数的真值：（-1）^s*1.M*2^(E-127),,knowledge,SubTopic,C08:K:1270,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > IEE754标准 > 规格化的短浮点数的真值：（-1）^s*1.M*2^(E-127),0,True,,[],[]
C08:K:1274,C08,计算机组成原理,1274,加减运算,,knowledge,SubTopic,C08:K:1234,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算,1,False,,[],[]
C08:K:1276,C08,计算机组成原理,1276,步骤,,knowledge,SubTopic,C08:K:1274,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤,5,False,,[],[]
C08:K:1278,C08,计算机组成原理,1278,对阶,,knowledge,SubTopic,C08:K:1276,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 对阶,1,False,,[],[]
C08:K:1280,C08,计算机组成原理,1280,特性,,knowledge,SubTopic,C08:K:1278,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 对阶 > 特性,1,False,,[],[]
C08:K:1282,C08,计算机组成原理,1282,小阶向大阶对齐,,knowledge,SubTopic,C08:K:1280,11,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 对阶 > 特性 > 小阶向大阶对齐,0,True,,[],[]
C08:K:1284,C08,计算机组成原理,1284,尾数加减,,knowledge,SubTopic,C08:K:1276,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 尾数加减,0,True,,[],[]
C08:K:1286,C08,计算机组成原理,1286,规格化依赖于的是移位运算,,knowledge,SubTopic,C08:K:1276,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 规格化依赖于的是移位运算,0,True,,[],[]
C08:K:1288,C08,计算机组成原理,1288,舍入,,knowledge,SubTopic,C08:K:1276,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 舍入,1,False,,[],[]
C08:K:1290,C08,计算机组成原理,1290,分类,,knowledge,SubTopic,C08:K:1288,10,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 舍入 > 分类,2,False,,[],[]
C08:K:1292,C08,计算机组成原理,1292,0舍1入法,,knowledge,SubTopic,C08:K:1290,11,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 舍入 > 分类 > 0舍1入法,0,True,,[],[]
C08:K:1294,C08,计算机组成原理,1294,恒置1法,,knowledge,SubTopic,C08:K:1290,11,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 舍入 > 分类 > 恒置1法,0,True,,[],[]
C08:K:1296,C08,计算机组成原理,1296,判断溢出,,knowledge,SubTopic,C08:K:1276,9,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 常用的运算 > 分类 > 浮点数运算 > 加减运算 > 步骤 > 判断溢出,0,True,,[],[]
C08:K:1298,C08,计算机组成原理,1298,强制类型转换,,knowledge,SubTopic,C08:K:1068,4,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换,1,False,,[],[]
C08:K:1300,C08,计算机组成原理,1300,分类,,knowledge,SubTopic,C08:K:1298,5,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类,3,False,,[],[]
C08:K:1302,C08,计算机组成原理,1302,无符号数与有符号数的转换,,knowledge,SubTopic,C08:K:1300,6,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 无符号数与有符号数的转换,1,False,,[],[]
C08:K:1304,C08,计算机组成原理,1304,特性,,knowledge,SubTopic,C08:K:1302,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 无符号数与有符号数的转换 > 特性,1,False,,[],[]
C08:K:1306,C08,计算机组成原理,1306,不改变数据内容，改变解释方式,,knowledge,SubTopic,C08:K:1304,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 无符号数与有符号数的转换 > 特性 > 不改变数据内容，改变解释方式,0,True,,[],[]
C08:K:1308,C08,计算机组成原理,1308,长整数变短整数,,knowledge,SubTopic,C08:K:1300,6,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 长整数变短整数,1,False,,[],[]
C08:K:1310,C08,计算机组成原理,1310,特性,,knowledge,SubTopic,C08:K:1308,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 长整数变短整数 > 特性,1,False,,[],[]
C08:K:1312,C08,计算机组成原理,1312,高位截断，保留低位,,knowledge,SubTopic,C08:K:1310,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 长整数变短整数 > 特性 > 高位截断，保留低位,0,True,,[],[]
C08:K:1314,C08,计算机组成原理,1314,短整变长整,,knowledge,SubTopic,C08:K:1300,6,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 短整变长整,1,False,,[],[]
C08:K:1316,C08,计算机组成原理,1316,特性,,knowledge,SubTopic,C08:K:1314,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 短整变长整 > 特性,1,False,,[],[]
C08:K:1318,C08,计算机组成原理,1318,数值不变，符号扩展,,knowledge,SubTopic,C08:K:1316,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 数的定点表示 > 强制类型转换 > 分类 > 短整变长整 > 特性 > 数值不变，符号扩展,0,True,,[],[]
C08:K:1320,C08,计算机组成原理,1320,加法器,,knowledge,SubTopic,C08:K:894,3,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器,1,False,,[],[]
C08:K:1322,C08,计算机组成原理,1322,分类,,knowledge,SubTopic,C08:K:1320,4,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类,3,False,,[],[]
C08:K:1324,C08,计算机组成原理,1324,一位全加器,,knowledge,SubTopic,C08:K:1322,5,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类 > 一位全加器,0,True,,[],[]
C08:K:1326,C08,计算机组成原理,1326,串行加法器,,knowledge,SubTopic,C08:K:1322,5,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类 > 串行加法器,0,True,,[],[]
C08:K:1328,C08,计算机组成原理,1328,并行加法器,,knowledge,SubTopic,C08:K:1322,5,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类 > 并行加法器,1,False,,[],[]
C08:K:1330,C08,计算机组成原理,1330,分类,,knowledge,SubTopic,C08:K:1328,6,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类 > 并行加法器 > 分类,2,False,,[],[]
C08:K:1332,C08,计算机组成原理,1332,"串行进位并行进位方式实际上就是同步计数,串行进位方式实际上就是异步计数,同步计数各触发器时钟信号均为系统时钟,异步计数各触发器时钟信号分别为上一个触发起的同向输出或反向输出端",,knowledge,SubTopic,C08:K:1330,7,"计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类 > 并行加法器 > 分类 > 串行进位并行进位方式实际上就是同步计数,串行进位方式实际上就是异步计数,同步计数各触发器时钟信号均为系统时钟,异步计数各触发器时钟信号分别为上一个触发起的同向输出或反向输出端",0,True,,[],[]
C08:K:1334,C08,计算机组成原理,1334,并行进位,,knowledge,SubTopic,C08:K:1330,7,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类 > 并行加法器 > 分类 > 并行进位,2,False,,[],[]
C08:K:1336,C08,计算机组成原理,1336,组内并行，组间串行,,knowledge,SubTopic,C08:K:1334,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类 > 并行加法器 > 分类 > 并行进位 > 组内并行，组间串行,0,True,,[],[]
C08:K:1338,C08,计算机组成原理,1338,组内并行，组间并行,,knowledge,SubTopic,C08:K:1334,8,计算机组成原理 > 计算机的计算 > 包含（拥有） > 加法器 > 分类 > 并行加法器 > 分类 > 并行进位 > 组内并行，组间并行,0,True,,[],[]
C08:K:1340,C08,计算机组成原理,1340,指令系统,,chapter,MainTopic,C08:K:101,1,计算机组成原理 > 指令系统,2,False,,[],[]
C08:K:1342,C08,计算机组成原理,1342,包含（拥有）,,knowledge,SubTopic,C08:K:1340,2,计算机组成原理 > 指令系统 > 包含（拥有）,11,False,,[],[]
C08:K:1344,C08,计算机组成原理,1344,指令格式,,knowledge,SubTopic,C08:K:1342,3,计算机组成原理 > 指令系统 > 包含（拥有） > 指令格式,1,False,,[],[]
C08:K:1346,C08,计算机组成原理,1346,分类,,knowledge,SubTopic,C08:K:1344,4,计算机组成原理 > 指令系统 > 包含（拥有） > 指令格式 > 分类,5,False,,[],[]
C08:K:1348,C08,计算机组成原理,1348,零地址命令,,knowledge,SubTopic,C08:K:1346,5,计算机组成原理 > 指令系统 > 包含（拥有） > 指令格式 > 分类 > 零地址命令,1,False,,[],[]
C08:K:1350,C08,计算机组成原理,1350,instance,,knowledge,SubTopic,C08:K:1348,6,计算机组成原理 > 指令系统 > 包含（拥有） > 指令格式 > 分类 > 零地址命令 > instance,1,False,,[],[]
C08:K:1352,C08,计算机组成原理,1352,op,,knowledge,SubTopic,C08:K:1350,7,计算机组成原理 > 指令系统 > 包含（拥有） > 指令格式 > 分类 > 零地址命令 > instance > op,0,True,,[],[]
C08:K:1354,C08,计算机组成原理,1354,一地址命令,,knowledge,SubTopic,C08:K:1346,5,计算机组成原理 > 指令系统 > 包含（拥有） > 指令格式 > 分类 > 一地址命令,1,False,,[],[]
C08:K:1356,C08,计算机组成原理,1356,instance,,knowledge,SubTopic,C08:K:1354,6,计算机组成原理 > 指令系统 > 包含（拥有） > 指令格式 > 分类 > 一地址命令 > instance,1,False,,[],[]
C08:K:1358,C08,计算机组成原理,1358,op (A1)->A1,,knowledge,SubTopic,C08:K:1356,7,计算机组成原理 > 指令系统 > 包含（拥有） > 指令格式 > 分类 > 一地址命令 > instance > op (A1)->A1,0,True,,[],[]
