id,course_id,course_name,source_shape_id,source_id,source_entity_type,source_label,target_id,target_entity_type,target_label,relation_text,raw_relation_text,relation_status,direction,source_resolution,target_resolution
C09:R:1173,C09,操作系统,1173,C09:K:967,knowledge,输入进程与输出进程,C09:K:965,knowledge,输入缓冲区与输出缓冲区,控制,控制,named,forward,direct,direct
C09:R:1174,C09,操作系统,1174,C09:K:967,knowledge,输入进程与输出进程,C09:K:963,knowledge,输入井与输出井,控制,控制,named,forward,direct,direct
C09:R:1185,C09,操作系统,1185,C09:K:737,knowledge,多级目录结构,C09:K:558,knowledge,多级页表,,标签,unlabeled,forward,direct,direct
C09:R:1186,C09,操作系统,1186,C09:K:813,knowledge,成组链接法,C09:K:737,knowledge,多级目录结构,,标签,unlabeled,forward,direct,direct
C09:R:1188,C09,操作系统,1188,C09:K:584,knowledge,虚拟内存,C09:F:1187,floating_root,计算机组成原理,,标签,unlabeled,forward,direct,direct
C09:R:1190,C09,操作系统,1190,C09:K:669,knowledge,文件,C09:F:1189,floating_root,数据结构,,标签,unlabeled,forward,direct,direct
C09:R:1192,C09,操作系统,1192,C09:K:669,knowledge,文件,C09:F:1191,floating_root,C语言,,标签,unlabeled,forward,direct,direct
C09:R:1194,C09,操作系统,1194,C09:K:667,chapter,I/O管理,C09:F:1193,floating_root,计算机组成原理,,标签,unlabeled,forward,direct,direct
C09:R:1196,C09,操作系统,1196,C09:K:101,course_root,操作系统,C09:F:1195,floating_root,嵌入式,,标签,unlabeled,forward,direct,direct
C09:R:1204,C09,操作系统,1204,C09:K:417,knowledge,死锁,C09:F:1203,floating_root,数据库,,标签,unlabeled,forward,direct,direct
C09:R:1212,C09,操作系统,1212,C09:K:556,knowledge,有快表,C09:F:1211,floating_root,计算机组成原理,,标签,unlabeled,forward,direct,direct
C09:R:1220,C09,操作系统,1220,C09:K:673,knowledge,磁盘,C09:F:1219,floating_root,计算机组成原理,,标签,unlabeled,forward,direct,direct
C10:R:162,C10,计算机网络,162,C10:K:148,knowledge,组成,C10:K:134,knowledge,网络协议,仅靠硬件无法保证网络运行,仅靠硬件无法保证网络运行,named,forward,direct,direct
C10:R:215,C10,计算机网络,215,C10:K:195,knowledge,运行网络应用程序,C10:K:209,knowledge,应用通信模型,,标签,unlabeled,forward,direct,direct
C10:R:278,C10,计算机网络,278,C10:K:187,knowledge,网络边缘,C10:K:189,knowledge,接入网络,通过,通过,named,forward,direct,direct
C10:R:279,C10,计算机网络,279,C10:K:189,knowledge,接入网络,C10:K:191,knowledge,网络核心,接入,接入,named,forward,direct,direct
C10:R:292,C10,计算机网络,292,C10:K:191,knowledge,网络核心,C10:K:122,knowledge,数据交换技术,实现,实现,named,forward,direct,direct
C10:R:353,C10,计算机网络,353,C10:K:295,knowledge,报文交换,C10:K:297,knowledge,分组交换,分组交换效率更高,分组交换效率更高,named,forward,direct,direct
C10:R:354,C10,计算机网络,354,C10:K:293,knowledge,电路交换,C10:K:297,knowledge,分组交换,分组交换更适合突发数据传输,分组交换更适合突发数据传输,named,forward,direct,direct
C10:R:429,C10,计算机网络,429,C10:K:405,knowledge,分层结构,C10:K:422,knowledge,具体模型,具体实例,具体实例,named,forward,direct,direct
C10:R:580,C10,计算机网络,580,C10:K:430,knowledge,OSI参考模型,C10:K:576,knowledge,5层参考模型,功能清晰,功能清晰,named,forward,direct,direct
C10:R:581,C10,计算机网络,581,C10:K:432,knowledge,TCP/IP参考模型,C10:K:576,knowledge,5层参考模型,有实际应用,有实际应用,named,forward,direct,direct
C10:R:690,C10,计算机网络,690,C10:K:634,knowledge,客户机/服务器,C10:K:638,knowledge,混合结构,,标签,unlabeled,forward,direct,direct
C10:R:691,C10,计算机网络,691,C10:K:636,knowledge,P2P,C10:K:638,knowledge,混合结构,,标签,unlabeled,forward,direct,direct
C10:R:1007,C10,计算机网络,1007,C10:K:968,knowledge,无状态,C10:K:1005,knowledge,Cookie技术,,标签,unlabeled,forward,direct,direct
C10:R:1246,C10,计算机网络,1246,C10:K:1138,knowledge,树状结构的 DNS 域名服务器,C10:K:1139,knowledge,本地域名服务器,不包括,不包括,named,forward,direct,direct
C10:R:1951,C10,计算机网络,1951,C10:K:2473,knowledge,接口,C10:K:2474,knowledge,IP地址,对应,对应,named,forward,direct,direct
C10:R:2796,C10,计算机网络,2796,C10:K:2484,knowledge,网络号,C10:K:2481,knowledge,IP子网,,标签,unlabeled,forward,direct,direct
C10:R:2801,C10,计算机网络,2801,C10:K:1881,knowledge,有类IP地址,C10:K:1880,knowledge,IP子网划分与子网掩码,,标签,unlabeled,forward,direct,direct
C10:R:2802,C10,计算机网络,2802,C10:K:1880,knowledge,IP子网划分与子网掩码,C10:K:2536,knowledge,无类域间路由（CIDR）,,标签,unlabeled,forward,direct,direct
C10:R:2803,C10,计算机网络,2803,C10:K:2547,knowledge,路由聚合,C10:K:2548,knowledge,路由聚合,,标签,unlabeled,forward,direct,direct
C10:R:2805,C10,计算机网络,2805,C10:K:2514,knowledge,私有IP地址,C10:K:1943,knowledge,网络地址转换（NAT）,,标签,unlabeled,forward,direct,direct
C10:R:2806,C10,计算机网络,2806,C10:K:1909,knowledge,距离向量路由算法,C10:K:1946,knowledge,路由信息协议（RIP）,应用,应用,named,forward,direct,direct
C10:R:2807,C10,计算机网络,2807,C10:K:1944,knowledge,层次化路由,C10:K:1948,knowledge,Internet路由,应用,应用,named,forward,direct,direct
C10:R:2808,C10,计算机网络,2808,C10:K:1913,knowledge,链路状态路由算法,C10:K:1947,knowledge,开放最短路径优先（OSFP）,应用,应用,named,forward,direct,direct
C10:R:3237,C10,计算机网络,3237,C10:K:3128,knowledge,信道划分MAC协议,C10:K:3094,knowledge,轮转访问MAC协议,,标签,unlabeled,forward,direct,direct
C10:R:3240,C10,计算机网络,3240,C10:K:3093,knowledge,随机访问MAC协议,C10:K:3094,knowledge,轮转访问MAC协议,,标签,unlabeled,forward,direct,direct
C10:R:4669,C10,计算机网络,4669,C10:K:4233,knowledge,基带传输基础,C10:K:4236,knowledge,频带传输,调制,调制,named,forward,direct,direct
C10:R:4670,C10,计算机网络,4670,C10:K:3719,knowledge,地址解析协议（ARP）,C10:K:1908,chapter,4.网络层,,标签,unlabeled,forward,direct,direct
C10:R:5670,C10,计算机网络,5670,C10:F:5658,floating_root,操作系统,C10:K:5654,knowledge,套接字,套接字是一种API,套接字是一种API,named,forward,direct,direct
C11:R:4128,C11,编译原理,4128,C11:K:4103,knowledge,规范归约的关键问题是寻找句柄,C11:K:4119,knowledge,LR分析方法,,标签,unlabeled,forward,direct,direct
C11:R:4296,C11,编译原理,4296,C11:K:4248,knowledge,LR(0)项目,C11:K:4278,knowledge,构造识别文法所有活前缀的DFA,状态,状态,named,forward,direct,direct
C11:R:4297,C11,编译原理,4297,C11:K:4280,knowledge,①构造识别文法所有活前缀的NFA,C11:K:4282,knowledge,②把识别文法所有活前缀的NFA确定化,,标签,unlabeled,forward,direct,direct
C11:R:4326,C11,编译原理,4326,C11:K:4278,knowledge,构造识别文法所有活前缀的DFA,C11:K:4311,knowledge,LR(0)项目集规范族,,标签,unlabeled,forward,direct,direct
C11:R:4373,C11,编译原理,4373,C11:K:4352,knowledge,项目集的闭包CLOSURE,C11:K:4363,knowledge,状态转换函数,,标签,unlabeled,forward,direct,direct
C11:R:4436,C11,编译原理,4436,C11:K:4400,knowledge,LR(0)文法,C11:K:4425,knowledge,SLR(1)分析法,当有移进-归约冲突时,当有移进-归约冲突时,named,forward,direct,direct
C11:R:4453,C11,编译原理,4453,C11:K:4442,knowledge,p,C11:K:4447,knowledge,按上述方法构造出的ACTION与GOTO表如果不含多重入口，则称该文法为SLR(1)文法,,标签,unlabeled,forward,direct,direct
C11:R:4464,C11,编译原理,4464,C11:K:4445,knowledge,SLR(1)文法,C11:K:4459,knowledge,SLR冲突消解存在的问题,FOLLOW集合不够精确,FOLLOW集合不够精确,named,forward,direct,direct
C11:R:4489,C11,编译原理,4489,C11:K:4468,knowledge,LR(k)项目,C11:K:4484,knowledge,有效项目,,标签,unlabeled,forward,direct,direct
C11:R:4527,C11,编译原理,4527,C11:K:4520,knowledge,p,C11:K:4525,knowledge,按上述算法构造的分析表，若不存在多重定义的入口(即，动作冲突)的情形，则称它是文法G的一张规范的LR(1)分析表,,标签,unlabeled,forward,direct,direct
C11:R:4727,C11,编译原理,4727,C11:K:4711,knowledge,通过树遍历的方法计算属性的值p,C11:K:4716,knowledge,树遍历算法,,标签,unlabeled,forward,direct,direct
C11:R:4743,C11,编译原理,4743,C11:K:4737,knowledge,所采用的语法分析方法,C11:K:4739,knowledge,属性的计算次序,确定,确定,named,forward,direct,direct
C11:R:4825,C11,编译原理,4825,C11:ANCH:4819,structural_anchor,无文字结构节点 4819,C11:ANCH:4822,structural_anchor,无文字结构节点 4822,具体实现,具体实现,named,forward,anchor,anchor
C11:R:4826,C11,编译原理,4826,C11:ANCH:4822,structural_anchor,无文字结构节点 4822,C11:ANCH:4816,structural_anchor,无文字结构节点 4816,操作分析栈,操作分析栈,named,forward,direct,anchor
C11:R:4862,C11,编译原理,4862,C11:K:4733,knowledge,一遍扫描,C11:K:4787,knowledge,S-属性文法一遍扫描的自下而上分析,实现,实现,named,forward,direct,direct
C11:R:4863,C11,编译原理,4863,C11:K:4733,knowledge,一遍扫描,C11:K:4789,knowledge,L-属性文法一遍扫描的自上而下分析,实现,实现,named,forward,direct,direct
C11:R:4864,C11,编译原理,4864,C11:K:4789,knowledge,L-属性文法一遍扫描的自上而下分析,C11:K:4791,knowledge,翻译模式,,标签,unlabeled,forward,direct,direct
C11:R:4865,C11,编译原理,4865,C11:K:4791,knowledge,翻译模式,C11:K:4793,knowledge,递归下降翻译器的设计,,标签,unlabeled,forward,direct,direct
C11:R:4910,C11,编译原理,4910,C11:ANCH:4904,structural_anchor,无文字结构节点 4904,C11:ANCH:4907,structural_anchor,无文字结构节点 4907,转换,转换,named,forward,anchor,anchor
C11:R:5214,C11,编译原理,5214,C11:K:5169,knowledge,三地址语句——三元式,C11:K:5192,knowledge,三地址语句——间接三元式,改进,改进,named,forward,direct,direct
C11:R:5422,C11,编译原理,5422,C11:K:5215,knowledge,赋值语句的翻译,C11:K:5217,knowledge,数组元素引用的翻译,拓展,拓展,named,forward,direct,direct
C11:R:5423,C11,编译原理,5423,C11:K:5217,knowledge,数组元素引用的翻译,C11:K:5221,knowledge,类型转换,拓展,拓展,named,forward,direct,direct
C11:R:5499,C11,编译原理,5499,C11:K:5225,knowledge,按数值表示法翻译布尔表达式,C11:K:5227,knowledge,带优化翻译布尔表达式,计算部分即可得到结果,计算部分即可得到结果,named,forward,direct,direct
C11:R:5563,C11,编译原理,5563,C11:K:5561,knowledge,一遍扫描,C11:K:5430,knowledge,一遍扫描实现布尔表达式的翻译,,标签,unlabeled,forward,direct,direct
C11:R:5597,C11,编译原理,5597,C11:K:5587,knowledge,问题,C11:K:5595,knowledge,解决,,标签,unlabeled,forward,direct,direct
C11:R:5628,C11,编译原理,5628,C11:K:5621,knowledge,为了与自下而上分析的一遍扫描相结合,C11:ANCH:5623,structural_anchor,无文字结构节点 5623,改造,改造,named,forward,direct,anchor
C11:R:6417,C11,编译原理,6417,C11:K:6050,knowledge,嵌套过程语言的动态存储管理——静态链接法,C11:K:6052,knowledge,嵌套过程语言的动态存储管理——Display表方法,更高效,更高效,named,forward,direct,direct
C11:R:6823,C11,编译原理,6823,C11:K:6808,knowledge,删除归纳变量,C11:K:6798,knowledge,强度消弱,依赖,依赖,named,forward,direct,direct
C11:R:8135,C11,编译原理,8135,C11:K:1234,knowledge,编译程序总框,C11:K:1238,knowledge,编译前端与后端,划分,划分,named,forward,direct,direct
C11:R:8139,C11,编译原理,8139,C11:K:905,knowledge,编译程序的结构,C11:K:1124,knowledge,五个阶段,依据,依据,named,forward,direct,direct
C11:R:8140,C11,编译原理,8140,C11:K:1370,knowledge,语法,C11:K:1372,knowledge,语义,形式与内容,形式与内容,named,forward,direct,direct
C11:R:8147,C11,编译原理,8147,C11:K:1703,knowledge,表达式,C11:K:1747,knowledge,语句,构成,构成,named,forward,direct,direct
C11:R:8152,C11,编译原理,8152,C11:K:2024,knowledge,最左推导和最右推导,C11:K:2043,knowledge,语法树,抽象,抽象,named,forward,direct,direct
C11:R:8162,C11,编译原理,8162,C11:K:2378,knowledge,状态转换图的实现,C11:K:2460,knowledge,词法分析器的实现,依据,依据,named,forward,direct,direct
C11:R:8163,C11,编译原理,8163,C11:K:2460,knowledge,词法分析器的实现,C11:K:2483,knowledge,将状态图的代码一般化,一般化,一般化,named,forward,direct,direct
C11:R:8167,C11,编译原理,8167,C11:K:2503,knowledge,非确定有限自动机,C11:K:2577,knowledge,确定有限自动机,DFA是NFA的特例NFA可以转化为DFA,DFA是NFA的特例NFA可以转化为DFA,named,forward,direct,direct
C11:R:7407,C11,编译原理,7407,C11:K:3280,knowledge,间接左递归的消除,C11:K:3252,knowledge,直接左递归的消除,可以转换成,可以转换成,named,forward,direct,direct
C11:R:7408,C11,编译原理,7408,C11:K:3324,knowledge,FIRST集合,C11:K:3354,knowledge,FOLLOW集合,何时选择ε 候选,何时选择ε 候选,named,forward,direct,direct
C11:R:7412,C11,编译原理,7412,C11:K:3237,knowledge,自上而下分析面临的问题,C11:K:7409,knowledge,解决办法,,标签,unlabeled,forward,direct,direct
C11:R:7414,C11,编译原理,7414,C11:K:3345,knowledge,提取公共左因子,C11:K:3343,knowledge,作用,目的,目的,named,forward,direct,direct
C11:R:7415,C11,编译原理,7415,C11:K:3635,knowledge,语法图,C11:K:3640,knowledge,设计递归下降分析程序,依据,依据,named,forward,direct,direct
C11:R:7420,C11,编译原理,7420,C11:K:3841,knowledge,算符文法,C11:K:3843,knowledge,算符优先文法,引出,引出,named,forward,direct,direct
C11:R:7421,C11,编译原理,7421,C11:K:3830,knowledge,运算的优先级,C11:K:3832,knowledge,优先关系,抽象,抽象,named,forward,direct,direct
C11:R:7424,C11,编译原理,7424,C11:K:7422,knowledge,FIRSTVT和LASTVT集合,C11:K:3882,knowledge,构造优先关系表的算法,用途,用途,named,forward,direct,direct
C11:R:7425,C11,编译原理,7425,C11:K:3788,knowledge,识别可归约串,C11:K:3752,knowledge,短语与直接短语,可归约串首先是短语,可归约串首先是短语,named,forward,direct,direct
C11:R:7428,C11,编译原理,7428,C11:K:3978,knowledge,算符优先分析算法,C11:K:3961,knowledge,最左素短语定理,依据,依据,named,forward,direct,direct
C11:R:7430,C11,编译原理,7430,C11:K:3799,knowledge,算符优先分析算法,C11:K:3797,knowledge,构造优先关系表,基础,基础,named,forward,direct,direct
C11:R:7435,C11,编译原理,7435,C11:K:4072,knowledge,规范归约,C11:K:4067,knowledge,用句柄归约,每步都是,每步都是,named,forward,direct,direct
C11:R:7436,C11,编译原理,7436,C11:K:4129,knowledge,LR分析表,C11:K:4101,knowledge,LR文法,入口唯一,入口唯一,named,forward,direct,direct
C11:R:7437,C11,编译原理,7437,C11:K:4872,knowledge,语义规则,C11:K:4874,knowledge,翻译模式,细节,细节,named,forward,direct,direct
C11:R:7438,C11,编译原理,7438,C11:K:4789,knowledge,L-属性文法一遍扫描的自上而下分析,C11:K:4787,knowledge,S-属性文法一遍扫描的自下而上分析,特例,特例,named,forward,direct,direct
C11:R:7440,C11,编译原理,7440,C11:K:4971,knowledge,递归下降分析器的设计,C11:K:4980,knowledge,递归下降翻译器的设计,拓展,拓展,named,forward,direct,direct
C12:R:2466,C12,数据库,2466,C12:K:226,knowledge,网状模型,C12:K:208,knowledge,层次模型,克服层次模型非层次性联系的限制,克服层次模型非层次性联系的限制,named,forward,direct,direct
C12:R:2467,C12,数据库,2467,C12:K:393,knowledge,候选码,C12:K:387,knowledge,主码,从候选码中选出,从候选码中选出,named,forward,direct,direct
C12:R:2468,C12,数据库,2468,C12:K:451,knowledge,查询,C12:K:461,knowledge,包含,查询操作包含,查询操作包含,named,forward,direct,direct
C12:R:2469,C12,数据库,2469,C12:K:341,knowledge,关系数据库关系数据库，是建立在关系数据库模型基础上的数据库，借助于集合代数等概念和方法来处理数据库中的数据,C12:K:242,knowledge,关系模型,关系数据库系统采用关系模型作为数据的组织方式,关系数据库系统采用关系模型作为数据的组织方式,named,forward,direct,direct
C12:R:2472,C12,数据库,2472,C12:K:567,knowledge,目录,C12:K:577,knowledge,SQL环境,目录、模式是SQL环境的一部分,目录、模式是SQL环境的一部分,named,forward,direct,direct
C12:R:2474,C12,数据库,2474,C12:K:603,knowledge,CREATE SCHEMA [<模式名>] AUTHORIZATION <用户名>[<模式元素>…],C12:K:601,knowledge,CREATE SCHEMA <模式名> [<模式元素>…],区别： 前者未向任何用户授权 后者授权指定用户,区别： 前者未向任何用户授权 后者授权指定用户,named,forward,direct,direct
C12:R:2475,C12,数据库,2475,C12:K:693,knowledge,索引的删除,C12:K:673,knowledge,索引的创建,对应关系,对应关系,named,forward,direct,direct
C12:R:2476,C12,数据库,2476,C12:K:730,knowledge,WHERE子句常用查询条件,C12:K:758,knowledge,聚焦函数,WHERE子句不能用聚集函数作为条件表达式,WHERE子句不能用聚集函数作为条件表达式,named,forward,direct,direct
C12:R:2477,C12,数据库,2477,C12:K:880,knowledge,操作包含,C12:K:864,knowledge,WITH CHECK OPTION表示视图是可更新的,对视图进行UPDATE、INSERT、DELETE操作需要满足视图定义的谓词条件,对视图进行UPDATE、INSERT、DELETE操作需要满足视图定义的谓词条件,named,forward,direct,direct
C12:R:2478,C12,数据库,2478,C12:K:824,knowledge,基于派生表的查询,C12:K:856,knowledge,SQL视图,区别：派生表在语句执行时临时定义，语句执行后删除，视图定义永久保存在数据字典中,区别：派生表在语句执行时临时定义，语句执行后删除，视图定义永久保存在数据字典中,named,forward,direct,direct
C12:R:2479,C12,数据库,2479,C12:K:956,knowledge,实体完整性,C12:FI:2399,floating_item,进行违约处理,DBMS自动检查是否违反实体完整性约束,DBMS自动检查是否违反实体完整性约束,named,forward,direct,direct
C12:R:2482,C12,数据库,2482,C12:K:1243,knowledge,敏感度标记,C12:K:1227,knowledge,MAC中DBMS管理的实体,DBMS为主客体指派敏感度标记,DBMS为主客体指派敏感度标记,named,forward,direct,direct
C12:R:2483,C12,数据库,2483,C12:K:908,knowledge,完整性功能：防止数据库中存在不符合语义的数据，也就是防止数据库中存在不正确的数据防范对象：不合语义的、不正确的数据,C12:F:2392,floating_root,数据库管理系统DBMS,要求,要求,named,forward,direct,direct
C12:R:2484,C12,数据库,2484,C12:K:1843,knowledge,概念结构设计整个数据库设计的关键通过对用户需求进行综合、归纳与抽象，形成一个独立于具体DBMS的概念模型,C12:K:1895,knowledge,逻辑结构设计将概念结构转换为某个 DBMS 所支持的数据模型，对其进行优化,设计好的基本E-R图转换为适合的逻辑结构,设计好的基本E-R图转换为适合的逻辑结构,named,forward,direct,direct
C12:R:2485,C12,数据库,2485,C12:K:1895,knowledge,逻辑结构设计将概念结构转换为某个 DBMS 所支持的数据模型，对其进行优化,C12:K:1945,knowledge,物理结构设计运用 DBMS 提供的数据库语言（如 SQL ）及宿主语言，根据逻辑设计和物理设计的结果,为给定的逻辑数据模型选取最适合应用要求的物理结构,为给定的逻辑数据模型选取最适合应用要求的物理结构,named,forward,direct,direct
C12:R:2486,C12,数据库,2486,C12:K:1945,knowledge,物理结构设计运用 DBMS 提供的数据库语言（如 SQL ）及宿主语言，根据逻辑设计和物理设计的结果,C12:K:1999,knowledge,数据库的实施和维护在数据库系统运行过程中必须不断地对其进行评价、调整与修改,完成数据库物理设计后，对数据库进行编译调试，组织数据入库,完成数据库物理设计后，对数据库进行编译调试，组织数据入库,named,forward,direct,direct
C12:R:2487,C12,数据库,2487,C12:K:2051,knowledge,候选码,C12:K:2067,knowledge,主码,候选码多于一个时，选择其中一个为主码,候选码多于一个时，选择其中一个为主码,named,forward,direct,direct
C12:R:2488,C12,数据库,2488,C12:K:2015,knowledge,数据冗余,C12:K:2009,knowledge,数据依赖,依赖和冗余密不可分,依赖和冗余密不可分,named,forward,direct,direct
C12:R:2489,C12,数据库,2489,C12:SUM:2389,summary_block,命名块,C12:K:2355,knowledge,命名块,,,unlabeled,forward,direct,direct
C12:R:2490,C12,数据库,2490,C12:K:2344,knowledge,过程化SQL,C12:K:2225,knowledge,嵌入式SQLSQL语言是非过程性语言，事务处理应用需要高级语言，在程序设计的环境下SQL语句需要某些必要的扩充,嵌入式SQL将SQL语句嵌入程序语言设计，过程化SQL是对SQL的扩展，增加了过程化语句功能,嵌入式SQL将SQL语句嵌入程序语言设计，过程化SQL是对SQL的扩展，增加了过程化语句功能,named,forward,direct,direct
C12:R:2491,C12,数据库,2491,C12:K:2312,knowledge,游标,C12:K:2338,knowledge,使用游标的SQL语句,使用游标,使用游标,named,forward,direct,direct
C12:R:2492,C12,数据库,2492,C12:K:2308,knowledge,问题,C12:K:2312,knowledge,游标,一个SQL语句得到的结果可能是多个记录，而主语言没有办法一次处理多个记录,一个SQL语句得到的结果可能是多个记录，而主语言没有办法一次处理多个记录,named,forward,direct,direct
C12:R:2493,C12,数据库,2493,C12:K:2300,knowledge,SQL语句,C12:K:2306,knowledge,对输入主变量赋值,引用,引用,named,forward,direct,direct
C12:R:2494,C12,数据库,2494,C12:K:2302,knowledge,对输出主变量赋值或设置状态信息,C12:K:2304,knowledge,应用程序,返回,返回,named,forward,direct,direct
C12:R:2495,C12,数据库,2495,C12:K:2292,knowledge,指示变量,C12:K:2288,knowledge,主语言变量说明,指示所指主变量的值或条件,指示所指主变量的值或条件,named,forward,direct,direct
C12:R:2496,C12,数据库,2496,C12:K:1541,knowledge,故障的种类,C12:K:1615,knowledge,恢复策略,针对故障的恢复策略,针对故障的恢复策略,named,forward,direct,direct
C12:R:2497,C12,数据库,2497,C12:K:1615,knowledge,恢复策略,C12:K:1598,knowledge,登记日志文件,搜索日志，确定需要REDO、UNDO的事务,搜索日志，确定需要REDO、UNDO的事务,named,forward,direct,direct
C12:R:2498,C12,数据库,2498,C12:K:1615,knowledge,恢复策略,C12:K:1623,knowledge,具有检查点的恢复技术,提高恢复效率,提高恢复效率,named,forward,direct,direct
C12:R:2499,C12,数据库,2499,C12:K:1623,knowledge,具有检查点的恢复技术,C12:K:1598,knowledge,登记日志文件,在日志文件中增加新的记录——检查点记录,在日志文件中增加新的记录——检查点记录,named,forward,direct,direct
C12:R:2500,C12,数据库,2500,C12:K:1539,knowledge,数据库恢复概述,C12:F:2401,floating_root,数据库安全性、完整性,当数据库安全性完整性被破坏时，需要数据库恢复正确状态,当数据库安全性完整性被破坏时，需要数据库恢复正确状态,named,forward,direct,direct
C12:R:2501,C12,数据库,2501,C12:K:1513,knowledge,并发执行,C12:K:1529,knowledge,ACID特性,可能破坏事务ACID特性,可能破坏事务ACID特性,named,forward,direct,direct
C12:R:2506,C12,数据库,2506,C12:SUM:1678,summary_block,防止,C12:F:2408,floating_root,并发执行可能的问题,,,unlabeled,forward,direct,direct
C12:R:2507,C12,数据库,2507,C12:K:1631,knowledge,封锁,C12:K:1679,knowledge,活锁与死锁,封锁可能导致活锁或者死锁,封锁可能导致活锁或者死锁,named,forward,direct,direct
C12:R:2509,C12,数据库,2509,C12:K:1555,knowledge,冗余,C12:F:2416,floating_root,冗余,数据库中问题数据可以根据系统别处的冗余数据重建,数据库中问题数据可以根据系统别处的冗余数据重建,named,forward,direct,direct
C12:R:2510,C12,数据库,2510,C12:K:1723,knowledge,两段锁协议,C12:K:1709,knowledge,并发调度可串行性,实现并发调度的可串行性,实现并发调度的可串行性,named,forward,direct,direct
C12:R:2511,C12,数据库,2511,C12:K:1723,knowledge,两段锁协议,C12:F:2417,floating_root,事务,事务遵守两端锁协议是可串行化调度的充分条件,事务遵守两端锁协议是可串行化调度的充分条件,named,forward,direct,direct
C12:R:2512,C12,数据库,2512,C12:K:1745,knowledge,封锁粒度越大,C12:K:1739,knowledge,考虑因素,并发度和开销越小,并发度和开销越小,named,forward,direct,direct
C12:R:2513,C12,数据库,2513,C12:K:1747,knowledge,封锁粒度越小,C12:K:1739,knowledge,考虑因素,并发度和开销越大,并发度和开销越大,named,forward,direct,direct
C12:R:2517,C12,数据库,2517,C12:SUM:1466,summary_block,检查,C12:F:2426,floating_root,数据字典,,,unlabeled,forward,direct,direct
C12:R:4002,C12,数据库,4002,C12:K:4077,knowledge,实体,C12:K:4086,knowledge,实体集,实体集是具有相同属性的实体的集合,实体集是具有相同属性的实体的集合,named,forward,direct,direct
C12:R:4003,C12,数据库,4003,C12:K:4097,knowledge,超码,C12:K:4095,knowledge,码,超码是码的超集,超码是码的超集,named,forward,direct,direct
C12:R:4004,C12,数据库,4004,C12:K:4119,knowledge,联系集,C12:K:4112,knowledge,实体之间的联系,是相同类型联系的集合,是相同类型联系的集合,named,forward,direct,direct
C12:R:4005,C12,数据库,4005,C12:K:4140,knowledge,强实体集,C12:K:4130,knowledge,弱实体集,对应,对应,named,forward,direct,direct
C12:R:4006,C12,数据库,4006,C12:K:4143,knowledge,标识实体集,C12:K:4130,knowledge,弱实体集,标识性联系,标识性联系,named,forward,direct,direct
C12:R:3649,C12,数据库,3649,C12:K:597,knowledge,模式的定义,C12:K:605,knowledge,模式的删除,先后,先后,named,forward,direct,direct
C12:R:3656,C12,数据库,3656,C12:K:615,knowledge,基本表,C12:K:563,knowledge,模式,每个基本表属于一个模式，一个模式包含多个基本表,每个基本表属于一个模式，一个模式包含多个基本表,named,forward,direct,direct
C12:R:3676,C12,数据库,3676,C12:B:3675,boundary_group,,C12:FI:3931,floating_item,B+树,B+树索引将索引组织为B+树的形式,B+树索引将索引组织为B+树的形式,named,forward,group,direct
C12:R:3677,C12,数据库,3677,C12:K:491,knowledge,关系数据库标准语言SQL,C12:K:701,knowledge,数据字典,DBMS执行SQL数据定义语句时，实际更新数据字典表中相应信息,DBMS执行SQL数据定义语句时，实际更新数据字典表中相应信息,named,forward,direct,direct
C12:R:3701,C12,数据库,3701,C12:K:800,knowledge,内层查询/子查询,C12:K:824,knowledge,基于派生表的查询,子查询在FROM语句中时生成临时派生表,子查询在FROM语句中时生成临时派生表,named,forward,direct,direct
C12:R:3730,C12,数据库,3730,C12:K:1679,knowledge,活锁与死锁,C12:F:3727,floating_root,操作系统,类似,类似,named,forward,direct,direct
C12:R:3736,C12,数据库,3736,C12:K:1497,knowledge,事务基本概念,C12:K:1627,knowledge,并发控制,事务是并发控制的基本单位,事务是并发控制的基本单位,named,forward,direct,direct
C12:R:3741,C12,数据库,3741,C12:B:3739,boundary_group,,C12:F:3740,floating_root,数据库完整性,破坏,破坏,named,forward,group,direct
C12:R:3744,C12,数据库,3744,C12:B:3743,boundary_group,,C12:K:1852,knowledge,混合策略,包含自顶向下和自底向上,包含自顶向下和自底向上,named,forward,group,direct
C12:R:3751,C12,数据库,3751,C12:K:1455,knowledge,查询检查,C12:K:1467,knowledge,查询优化,查询树,查询树,named,forward,direct,direct
C12:R:3767,C12,数据库,3767,C12:K:1773,knowledge,数据库设计,C12:F:3754,floating_root,p,设计步骤,设计步骤,named,forward,direct,direct
C12:R:3783,C12,数据库,3783,C12:K:2189,knowledge,保持函数依赖的分解,C12:K:2177,knowledge,保持无损连接的分解,基本要求：无损连接性,基本要求：无损连接性,named,forward,direct,direct
C12:R:3818,C12,数据库,3818,C12:K:3810,knowledge,3NF的无损连接与依赖保持分解,C12:K:3802,knowledge,3NF的保持依赖性分解算法,先进行保持依赖性分解再进行无损连接分解,先进行保持依赖性分解再进行无损连接分解,named,forward,direct,direct
C12:R:3836,C12,数据库,3836,C12:K:3826,knowledge,关系模式存在的问题,C12:K:2009,knowledge,数据依赖,模式中的不合理的数据依赖导致问题,模式中的不合理的数据依赖导致问题,named,forward,direct,direct
