edge_id,head,head_name,relation_type,tail,tail_name,reason,source,confidence,source_section,book_page,evidence_text
OS_E_0995,OS_PRB_008,页面置换问题,BELONGS_TO_TOPIC,OS_TOP_017,3.2 虚拟内存管理,知识点归属到该小节。,王道2027操作系统，3.2 虚拟内存管理，教材p212,0.98,3.2 虚拟内存管理,212,“页面置换问题”与“3.2 虚拟内存管理”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_0996,OS_PRB_008,页面置换问题,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“页面置换问题”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_0997,OS_TOP_017,3.2 虚拟内存管理,CONTAINS,OS_PRB_009,缺页处理,小节展开讲解该知识点。,王道2027操作系统，3.2 虚拟内存管理，教材p212,0.98,3.2 虚拟内存管理,212,“3.2 虚拟内存管理”与“缺页处理”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_0998,OS_PRB_009,缺页处理,BELONGS_TO_TOPIC,OS_TOP_017,3.2 虚拟内存管理,知识点归属到该小节。,王道2027操作系统，3.2 虚拟内存管理，教材p212,0.98,3.2 虚拟内存管理,212,“缺页处理”与“3.2 虚拟内存管理”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_0999,OS_PRB_009,缺页处理,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“缺页处理”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1000,OS_TOP_017,3.2 虚拟内存管理,CONTAINS,OS_OBJ_013,虚拟地址,小节展开讲解该知识点。,王道2027操作系统，3.2 虚拟内存管理，教材p212,0.98,3.2 虚拟内存管理,212,“3.2 虚拟内存管理”与“虚拟地址”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1001,OS_OBJ_013,虚拟地址,BELONGS_TO_TOPIC,OS_TOP_017,3.2 虚拟内存管理,知识点归属到该小节。,王道2027操作系统，3.2 虚拟内存管理，教材p212,0.98,3.2 虚拟内存管理,212,“虚拟地址”与“3.2 虚拟内存管理”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1002,OS_OBJ_013,虚拟地址,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“虚拟地址”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1003,OS_TOP_017,3.2 虚拟内存管理,CONTAINS,OS_OBJ_014,物理块号,小节展开讲解该知识点。,王道2027操作系统，3.2 虚拟内存管理，教材p212,0.98,3.2 虚拟内存管理,212,“3.2 虚拟内存管理”与“物理块号”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1004,OS_OBJ_014,物理块号,BELONGS_TO_TOPIC,OS_TOP_017,3.2 虚拟内存管理,知识点归属到该小节。,王道2027操作系统，3.2 虚拟内存管理，教材p212,0.98,3.2 虚拟内存管理,212,“物理块号”与“3.2 虚拟内存管理”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1005,OS_OBJ_014,物理块号,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“物理块号”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1006,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_OBJ_015,文件,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“文件”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1007,OS_OBJ_015,文件,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“文件”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1008,OS_OBJ_015,文件,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1009,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_CON_075,文件系统,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“文件系统”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1010,OS_CON_075,文件系统,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“文件系统”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1011,OS_CON_075,文件系统,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件系统”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1012,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_CON_076,文件属性,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“文件属性”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1013,OS_CON_076,文件属性,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“文件属性”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1014,OS_CON_076,文件属性,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件属性”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1015,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_DST_010,文件控制块,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“文件控制块”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1016,OS_DST_010,文件控制块,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“文件控制块”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1017,OS_DST_010,文件控制块,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件控制块”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1018,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_CON_077,文件描述符,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“文件描述符”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1019,OS_CON_077,文件描述符,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“文件描述符”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1020,OS_CON_077,文件描述符,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件描述符”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1021,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_MOD_010,文件逻辑结构,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“文件逻辑结构”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1022,OS_MOD_010,文件逻辑结构,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“文件逻辑结构”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1023,OS_MOD_010,文件逻辑结构,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件逻辑结构”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1024,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_CON_078,无结构文件,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“无结构文件”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1025,OS_CON_078,无结构文件,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“无结构文件”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1026,OS_CON_078,无结构文件,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“无结构文件”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1027,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_CON_079,有结构文件,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“有结构文件”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1028,OS_CON_079,有结构文件,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“有结构文件”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1029,OS_CON_079,有结构文件,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“有结构文件”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1030,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_CON_080,顺序文件,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“顺序文件”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1031,OS_CON_080,顺序文件,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“顺序文件”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1032,OS_CON_080,顺序文件,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“顺序文件”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1033,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_CON_081,索引文件,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“索引文件”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1034,OS_CON_081,索引文件,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“索引文件”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1035,OS_CON_081,索引文件,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“索引文件”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1036,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_CON_082,索引顺序文件,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“索引顺序文件”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1037,OS_CON_082,索引顺序文件,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“索引顺序文件”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1038,OS_CON_082,索引顺序文件,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“索引顺序文件”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1039,OS_TOP_018,4.1 文件系统基础,CONTAINS,OS_MOD_011,文件系统结构,小节展开讲解该知识点。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“4.1 文件系统基础”与“文件系统结构”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1040,OS_MOD_011,文件系统结构,BELONGS_TO_TOPIC,OS_TOP_018,4.1 文件系统基础,知识点归属到该小节。,王道2027操作系统，4.1 文件系统基础，教材p251,0.98,4.1 文件系统基础,251,“文件系统结构”与“4.1 文件系统基础”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1041,OS_MOD_011,文件系统结构,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件系统结构”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1042,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_OBJ_016,目录,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“目录”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1043,OS_OBJ_016,目录,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“目录”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1044,OS_OBJ_016,目录,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“目录”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1045,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_DST_011,目录项,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“目录项”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1046,OS_DST_011,目录项,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“目录项”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1047,OS_DST_011,目录项,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“目录项”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1048,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_DST_012,索引节点,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“索引节点”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1049,OS_DST_012,索引节点,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“索引节点”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1050,OS_DST_012,索引节点,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“索引节点”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1051,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MOD_012,单级目录结构,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“单级目录结构”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1052,OS_MOD_012,单级目录结构,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“单级目录结构”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1053,OS_MOD_012,单级目录结构,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“单级目录结构”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1054,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MOD_013,两级目录结构,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“两级目录结构”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1055,OS_MOD_013,两级目录结构,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“两级目录结构”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1056,OS_MOD_013,两级目录结构,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“两级目录结构”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1057,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MOD_014,多级目录结构,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“多级目录结构”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1058,OS_MOD_014,多级目录结构,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“多级目录结构”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1059,OS_MOD_014,多级目录结构,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“多级目录结构”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1060,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MOD_015,无环图目录结构,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“无环图目录结构”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1061,OS_MOD_015,无环图目录结构,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“无环图目录结构”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1062,OS_MOD_015,无环图目录结构,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“无环图目录结构”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1063,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_OPE_008,目录查询,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“目录查询”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1064,OS_OPE_008,目录查询,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“目录查询”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1065,OS_OPE_008,目录查询,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“目录查询”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1066,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_OPE_009,目录创建,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“目录创建”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1067,OS_OPE_009,目录创建,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“目录创建”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1068,OS_OPE_009,目录创建,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“目录创建”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1069,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_OPE_010,目录删除,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“目录删除”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1070,OS_OPE_010,目录删除,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“目录删除”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1071,OS_OPE_010,目录删除,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“目录删除”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1072,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MOD_016,文件物理结构,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“文件物理结构”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1073,OS_MOD_016,文件物理结构,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“文件物理结构”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1074,OS_MOD_016,文件物理结构,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件物理结构”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1075,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MEC_057,文件连续分配,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“文件连续分配”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1076,OS_MEC_057,文件连续分配,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“文件连续分配”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1077,OS_MEC_057,文件连续分配,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件连续分配”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1078,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MEC_058,文件链接分配,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“文件链接分配”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1079,OS_MEC_058,文件链接分配,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“文件链接分配”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1080,OS_MEC_058,文件链接分配,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“文件链接分配”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1081,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MEC_059,显式链接,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“显式链接”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
OS_E_1082,OS_MEC_059,显式链接,BELONGS_TO_TOPIC,OS_TOP_019,4.2 目录与文件,知识点归属到该小节。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“显式链接”与“4.2 目录与文件”存在关系“BELONGS_TO_TOPIC”。依据：知识点归属到该小节。
OS_E_1083,OS_MEC_059,显式链接,BELONGS_TO_COURSE,OS_CRS_001,操作系统,知识点属于操作系统课程。,王道2027操作系统，内容简介，教材p2,0.98,内容简介,2,“显式链接”与“操作系统”存在关系“BELONGS_TO_COURSE”。依据：知识点属于操作系统课程。
OS_E_1084,OS_TOP_019,4.2 目录与文件,CONTAINS,OS_MEC_060,隐式链接,小节展开讲解该知识点。,王道2027操作系统，4.2 目录与文件，教材p257,0.98,4.2 目录与文件,257,“4.2 目录与文件”与“隐式链接”存在关系“CONTAINS”。依据：小节展开讲解该知识点。
