node_id,name,entity_type,course,topic,definition,alias,difficulty,importance,source,source_section,book_page,evidence_text
OS_OBJ_021,I/O控制器,ComputingObject,操作系统,5.1 I/O管理概述,I/O控制器是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“I/O控制器”；本节点概括为：I/O控制器是操作系统管理、调度或抽象的计算资源或系统对象。
OS_CON_091,I/O端口,Concept,操作系统,5.1 I/O管理概述,I/O端口是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“I/O端口”；本节点概括为：I/O端口是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_MEC_072,I/O控制方式,Mechanism,操作系统,5.1 I/O管理概述,CPU、内存与I/O设备之间完成数据传输的控制方式。,,4,5,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“I/O控制方式”；本节点概括为：CPU、内存与I/O设备之间完成数据传输的控制方式。
OS_MEC_073,程序直接控制方式,Mechanism,操作系统,5.1 I/O管理概述,程序直接控制方式是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“程序直接控制方式”；本节点概括为：程序直接控制方式是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_MEC_074,中断驱动方式,Mechanism,操作系统,5.1 I/O管理概述,中断驱动方式是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“中断驱动方式”；本节点概括为：中断驱动方式是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_MEC_075,DMA方式,Mechanism,操作系统,5.1 I/O管理概述,由DMA控制器直接在内存与设备之间传输数据，减少CPU干预的I/O方式。,,4,5,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“DMA方式”；本节点概括为：由DMA控制器直接在内存与设备之间传输数据，减少CPU干预的I/O方式。
OS_MEC_076,通道控制方式,Mechanism,操作系统,5.1 I/O管理概述,通道控制方式是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“通道控制方式”；本节点概括为：通道控制方式是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_MOD_017,I/O软件层次结构,Model,操作系统,5.1 I/O管理概述,I/O软件层次结构是操作系统中用于描述结构、映射或组织方式的抽象模型。,,3,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“I/O软件层次结构”；本节点概括为：I/O软件层次结构是操作系统中用于描述结构、映射或组织方式的抽象模型。
OS_CON_092,用户层软件,Concept,操作系统,5.1 I/O管理概述,用户层软件是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“用户层软件”；本节点概括为：用户层软件是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_CON_093,设备独立性软件,Concept,操作系统,5.1 I/O管理概述,设备独立性软件是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“设备独立性软件”；本节点概括为：设备独立性软件是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_CON_094,设备驱动程序,Concept,操作系统,5.1 I/O管理概述,设备驱动程序是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“设备驱动程序”；本节点概括为：设备驱动程序是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_MEC_077,中断处理程序,Mechanism,操作系统,5.1 I/O管理概述,中断处理程序是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“中断处理程序”；本节点概括为：中断处理程序是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_CON_095,应用程序I/O接口,Concept,操作系统,5.1 I/O管理概述,应用程序I/O接口是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“应用程序I/O接口”；本节点概括为：应用程序I/O接口是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_PRB_012,设备速度不匹配问题,Problem,操作系统,5.1 I/O管理概述,设备速度不匹配问题是操作系统课程中需要用相应机制或算法解决的典型问题。,,4,5,王道2027操作系统，5.1 I/O管理概述，教材p305,5.1 I/O管理概述,305,教材在“5.1 I/O管理概述”中出现或讲解“设备速度不匹配问题”；本节点概括为：设备速度不匹配问题是操作系统课程中需要用相应机制或算法解决的典型问题。
OS_CON_096,设备独立性,Concept,操作系统,5.2 设备独立性软件,设备独立性是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“设备独立性”；本节点概括为：设备独立性是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_OBJ_022,逻辑设备名,ComputingObject,操作系统,5.2 设备独立性软件,逻辑设备名是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“逻辑设备名”；本节点概括为：逻辑设备名是操作系统管理、调度或抽象的计算资源或系统对象。
OS_OBJ_023,物理设备名,ComputingObject,操作系统,5.2 设备独立性软件,物理设备名是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“物理设备名”；本节点概括为：物理设备名是操作系统管理、调度或抽象的计算资源或系统对象。
OS_OPE_017,设备分配,Operation,操作系统,5.2 设备独立性软件,设备分配是操作系统对进程、文件、设备或内存对象执行的基本操作。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“设备分配”；本节点概括为：设备分配是操作系统对进程、文件、设备或内存对象执行的基本操作。
OS_OPE_018,设备回收,Operation,操作系统,5.2 设备独立性软件,设备回收是操作系统对进程、文件、设备或内存对象执行的基本操作。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“设备回收”；本节点概括为：设备回收是操作系统对进程、文件、设备或内存对象执行的基本操作。
OS_DST_016,设备分配表,DataStructure,操作系统,5.2 设备独立性软件,设备分配表是操作系统用于保存状态、索引、映射或管理信息的数据结构。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“设备分配表”；本节点概括为：设备分配表是操作系统用于保存状态、索引、映射或管理信息的数据结构。
OS_DST_017,控制器控制表,DataStructure,操作系统,5.2 设备独立性软件,控制器控制表是操作系统用于保存状态、索引、映射或管理信息的数据结构。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“控制器控制表”；本节点概括为：控制器控制表是操作系统用于保存状态、索引、映射或管理信息的数据结构。
OS_DST_018,通道控制表,DataStructure,操作系统,5.2 设备独立性软件,通道控制表是操作系统用于保存状态、索引、映射或管理信息的数据结构。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“通道控制表”；本节点概括为：通道控制表是操作系统用于保存状态、索引、映射或管理信息的数据结构。
OS_DST_019,系统设备表,DataStructure,操作系统,5.2 设备独立性软件,系统设备表是操作系统用于保存状态、索引、映射或管理信息的数据结构。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“系统设备表”；本节点概括为：系统设备表是操作系统用于保存状态、索引、映射或管理信息的数据结构。
OS_OBJ_024,缓冲区,ComputingObject,操作系统,5.2 设备独立性软件,缓冲区是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“缓冲区”；本节点概括为：缓冲区是操作系统管理、调度或抽象的计算资源或系统对象。
OS_MEC_078,单缓冲,Mechanism,操作系统,5.2 设备独立性软件,单缓冲是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“单缓冲”；本节点概括为：单缓冲是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_MEC_079,双缓冲,Mechanism,操作系统,5.2 设备独立性软件,双缓冲是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“双缓冲”；本节点概括为：双缓冲是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_MEC_080,循环缓冲,Mechanism,操作系统,5.2 设备独立性软件,循环缓冲是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“循环缓冲”；本节点概括为：循环缓冲是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_MEC_081,缓冲池,Mechanism,操作系统,5.2 设备独立性软件,缓冲池是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“缓冲池”；本节点概括为：缓冲池是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_MEC_082,高速缓存,Mechanism,操作系统,5.2 设备独立性软件,高速缓存是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“高速缓存”；本节点概括为：高速缓存是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_MEC_083,SPOOLing技术,Mechanism,操作系统,5.2 设备独立性软件,用磁盘作为输入井和输出井，把独占设备改造为可共享虚拟设备的技术。,,4,5,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“SPOOLing技术”；本节点概括为：用磁盘作为输入井和输出井，把独占设备改造为可共享虚拟设备的技术。
OS_OBJ_025,输入井,ComputingObject,操作系统,5.2 设备独立性软件,输入井是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“输入井”；本节点概括为：输入井是操作系统管理、调度或抽象的计算资源或系统对象。
OS_OBJ_026,输出井,ComputingObject,操作系统,5.2 设备独立性软件,输出井是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“输出井”；本节点概括为：输出井是操作系统管理、调度或抽象的计算资源或系统对象。
OS_MEC_084,井管理程序,Mechanism,操作系统,5.2 设备独立性软件,井管理程序是操作系统实现资源管理、抽象或协作控制的重要机制。,,4,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“井管理程序”；本节点概括为：井管理程序是操作系统实现资源管理、抽象或协作控制的重要机制。
OS_OBJ_027,独占设备,ComputingObject,操作系统,5.2 设备独立性软件,独占设备是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“独占设备”；本节点概括为：独占设备是操作系统管理、调度或抽象的计算资源或系统对象。
OS_OBJ_028,共享设备,ComputingObject,操作系统,5.2 设备独立性软件,共享设备是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“共享设备”；本节点概括为：共享设备是操作系统管理、调度或抽象的计算资源或系统对象。
OS_CON_097,设备驱动程序接口,Concept,操作系统,5.2 设备独立性软件,设备驱动程序接口是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“设备驱动程序接口”；本节点概括为：设备驱动程序接口是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_PRB_013,I/O设备分配问题,Problem,操作系统,5.2 设备独立性软件,I/O设备分配问题是操作系统课程中需要用相应机制或算法解决的典型问题。,,4,5,王道2027操作系统，5.2 设备独立性软件，教材p320,5.2 设备独立性软件,320,教材在“5.2 设备独立性软件”中出现或讲解“I/O设备分配问题”；本节点概括为：I/O设备分配问题是操作系统课程中需要用相应机制或算法解决的典型问题。
OS_OBJ_029,磁盘,ComputingObject,操作系统,5.3 磁盘和固态硬盘,磁盘是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“磁盘”；本节点概括为：磁盘是操作系统管理、调度或抽象的计算资源或系统对象。
OS_OBJ_030,磁道,ComputingObject,操作系统,5.3 磁盘和固态硬盘,磁道是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“磁道”；本节点概括为：磁道是操作系统管理、调度或抽象的计算资源或系统对象。
OS_OBJ_031,扇区,ComputingObject,操作系统,5.3 磁盘和固态硬盘,扇区是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“扇区”；本节点概括为：扇区是操作系统管理、调度或抽象的计算资源或系统对象。
OS_OBJ_032,柱面,ComputingObject,操作系统,5.3 磁盘和固态硬盘,柱面是操作系统管理、调度或抽象的计算资源或系统对象。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“柱面”；本节点概括为：柱面是操作系统管理、调度或抽象的计算资源或系统对象。
OS_CON_098,磁盘地址,Concept,操作系统,5.3 磁盘和固态硬盘,磁盘地址是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“磁盘地址”；本节点概括为：磁盘地址是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_MET_009,寻道时间,Metric,操作系统,5.3 磁盘和固态硬盘,寻道时间是评价操作系统调度、存储或I/O性能的重要指标。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“寻道时间”；本节点概括为：寻道时间是评价操作系统调度、存储或I/O性能的重要指标。
OS_MET_010,旋转延迟时间,Metric,操作系统,5.3 磁盘和固态硬盘,旋转延迟时间是评价操作系统调度、存储或I/O性能的重要指标。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“旋转延迟时间”；本节点概括为：旋转延迟时间是评价操作系统调度、存储或I/O性能的重要指标。
OS_MET_011,传输时间,Metric,操作系统,5.3 磁盘和固态硬盘,传输时间是评价操作系统调度、存储或I/O性能的重要指标。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“传输时间”；本节点概括为：传输时间是评价操作系统调度、存储或I/O性能的重要指标。
OS_MEC_085,磁盘调度,Mechanism,操作系统,5.3 磁盘和固态硬盘,根据磁盘请求队列选择服务顺序以减少寻道开销的调度问题。,,4,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“磁盘调度”；本节点概括为：根据磁盘请求队列选择服务顺序以减少寻道开销的调度问题。
OS_ALG_026,先来先服务磁盘调度,Algorithm,操作系统,5.3 磁盘和固态硬盘,先来先服务磁盘调度是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。,,4,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“先来先服务磁盘调度”；本节点概括为：先来先服务磁盘调度是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。
OS_ALG_027,最短寻道时间优先,Algorithm,操作系统,5.3 磁盘和固态硬盘,最短寻道时间优先是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。,,4,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“最短寻道时间优先”；本节点概括为：最短寻道时间优先是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。
OS_ALG_028,扫描算法,Algorithm,操作系统,5.3 磁盘和固态硬盘,扫描算法是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。,,4,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“扫描算法”；本节点概括为：扫描算法是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。
OS_ALG_029,循环扫描算法,Algorithm,操作系统,5.3 磁盘和固态硬盘,循环扫描算法是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。,,4,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“循环扫描算法”；本节点概括为：循环扫描算法是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。
OS_ALG_030,LOOK调度,Algorithm,操作系统,5.3 磁盘和固态硬盘,LOOK调度是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。,,4,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“LOOK调度”；本节点概括为：LOOK调度是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。
OS_ALG_031,C-LOOK调度,Algorithm,操作系统,5.3 磁盘和固态硬盘,C-LOOK调度是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。,,4,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“C-LOOK调度”；本节点概括为：C-LOOK调度是操作系统中用于完成调度、分配、置换或管理决策的算法/策略。
OS_OBJ_033,固态硬盘,ComputingObject,操作系统,5.3 磁盘和固态硬盘,基于闪存的外存设备，具有无机械寻道、随机访问快等特点。,,3,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“固态硬盘”；本节点概括为：基于闪存的外存设备，具有无机械寻道、随机访问快等特点。
OS_CON_099,闪存翻译层,Concept,操作系统,5.3 磁盘和固态硬盘,闪存翻译层是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“闪存翻译层”；本节点概括为：闪存翻译层是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_CON_100,磨损均衡,Concept,操作系统,5.3 磁盘和固态硬盘,磨损均衡是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。,,3,4,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“磨损均衡”；本节点概括为：磨损均衡是操作系统课程中的核心概念，需要结合进程、内存、文件或I/O管理理解。
OS_PRB_014,磁盘寻道优化,Problem,操作系统,5.3 磁盘和固态硬盘,磁盘寻道优化是操作系统课程中需要用相应机制或算法解决的典型问题。,,4,5,王道2027操作系统，5.3 磁盘和固态硬盘，教材p340,5.3 磁盘和固态硬盘,340,教材在“5.3 磁盘和固态硬盘”中出现或讲解“磁盘寻道优化”；本节点概括为：磁盘寻道优化是操作系统课程中需要用相应机制或算法解决的典型问题。
OS_CON_101,批处理阶段,Concept,操作系统,1.2 操作系统发展历程,操作系统开始出现并用监督程序自动连续处理作业的发展阶段。,,3,3,王道2027操作系统，1.2 操作系统发展历程，教材p7,1.2 操作系统发展历程,7,教材在“1.2 操作系统发展历程”中出现或讲解“批处理阶段”；本节点概括为：操作系统开始出现并用监督程序自动连续处理作业的发展阶段。
OS_MOD_018,目录结构,Model,操作系统,4.2 目录与文件,目录结构是操作系统中用于描述结构、映射或组织方式的抽象模型。,,3,3,王道2027操作系统，4.2 目录与文件，教材p257,4.2 目录与文件,257,教材在“4.2 目录与文件”中出现或讲解“目录结构”；本节点概括为：目录结构是操作系统中用于描述结构、映射或组织方式的抽象模型。
OS_MEC_086,文件存储空间管理,Mechanism,操作系统,4.3 文件系统,文件存储空间管理是操作系统实现资源管理、抽象或协作控制的重要机制。,,3,3,王道2027操作系统，4.3 文件系统，教材p294,4.3 文件系统,294,教材在“4.3 文件系统”中出现或讲解“文件存储空间管理”；本节点概括为：文件存储空间管理是操作系统实现资源管理、抽象或协作控制的重要机制。
DS_CRS_001,数据结构,Course,数据结构,,研究数据的逻辑结构、存储结构及其运算，并分析算法效率的计算机专业核心课程。,"DS,Data Structure",3,5,王道2027数据结构，内容简介，PDF页2,内容简介,2,教材内容简介说明本书包括绪论、线性表、栈、队列和数组、串、树与二叉树、图、查找、排序等内容；本节点概括为数据结构课程。
DS_TOP_001,第1章 绪论,Topic,数据结构,第1章 绪论,建立数据结构、逻辑结构、存储结构、数据运算以及算法复杂度分析的基本框架。,,3,5,王道2027数据结构，第1章 绪论，教材p1（PDF页12）,第1章 绪论,1,教材在“第1章 绪论”中出现或讲解“第1章 绪论”；本节点概括为：建立数据结构、逻辑结构、存储结构、数据运算以及算法复杂度分析的基本框架。
DS_TOP_002,数据结构的基本概念,Topic,数据结构,第1章 绪论,说明数据、数据元素、数据类型、数据结构三要素及逻辑结构/存储结构的分类。,,3,4,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“数据结构的基本概念”；本节点概括为：说明数据、数据元素、数据类型、数据结构三要素及逻辑结构/存储结构的分类。
DS_TOP_003,数据,Concept,数据结构,第1章 绪论,信息的载体，是能被计算机识别和处理的符号集合。,,1,3,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“数据”；本节点概括为：信息的载体，是能被计算机识别和处理的符号集合。
DS_TOP_004,数据元素,ComputingObject,数据结构,第1章 绪论,数据的基本单位，通常作为一个整体进行处理。,,1,3,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“数据元素”；本节点概括为：数据的基本单位，通常作为一个整体进行处理。
DS_TOP_005,数据项,ComputingObject,数据结构,第1章 绪论,构成数据元素的不可分割的最小单位。,,1,3,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“数据项”；本节点概括为：构成数据元素的不可分割的最小单位。
DS_TOP_006,数据对象,Concept,数据结构,第1章 绪论,具有相同性质的数据元素的集合，是数据的一个子集。,,2,3,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“数据对象”；本节点概括为：具有相同性质的数据元素的集合，是数据的一个子集。
DS_TOP_007,数据类型,Concept,数据结构,第1章 绪论,一个值集合以及定义在该集合上的一组操作的总称。,,2,3,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“数据类型”；本节点概括为：一个值集合以及定义在该集合上的一组操作的总称。
DS_TOP_008,原子类型,Concept,数据结构,第1章 绪论,值不可再分的数据类型。,,1,2,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“原子类型”；本节点概括为：值不可再分的数据类型。
DS_TOP_009,结构类型,Concept,数据结构,第1章 绪论,值可以进一步分解为若干分量的数据类型。,,2,2,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“结构类型”；本节点概括为：值可以进一步分解为若干分量的数据类型。
DS_TOP_010,抽象数据类型,Model,数据结构,第1章 绪论,由数学模型及定义在该模型上的一组操作构成的数据抽象。,ADT,3,4,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“抽象数据类型”；本节点概括为：由数学模型及定义在该模型上的一组操作构成的数据抽象。
DS_TOP_011,数据结构三要素,Concept,数据结构,第1章 绪论,数据结构由逻辑结构、存储结构和数据的运算三方面构成。,,2,5,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“数据结构三要素”；本节点概括为：数据结构由逻辑结构、存储结构和数据的运算三方面构成。
DS_TOP_012,逻辑结构,Concept,数据结构,第1章 绪论,从逻辑关系角度描述数据元素之间关系的结构。,,2,5,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“逻辑结构”；本节点概括为：从逻辑关系角度描述数据元素之间关系的结构。
DS_TOP_013,存储结构,Concept,数据结构,第1章 绪论,数据结构在计算机中的具体表示形式，又称物理结构。,物理结构,2,5,王道2027数据结构，数据结构的基本概念，教材p1（PDF页12）,数据结构的基本概念,1,教材在“数据结构的基本概念”中出现或讲解“存储结构”；本节点概括为：数据结构在计算机中的具体表示形式，又称物理结构。
