edge_id,head,head_name,relation_type,tail,tail_name,reason,source,confidence,source_section,book_page,evidence_text
XCR_E_0053,CO_MEC_029,中断,COMPARE_WITH,OS_MEC_012,中断,组成原理侧重CPU如何响应中断，操作系统侧重中断如何触发内核处理和资源管理。,跨课程关系整理；参考：王道2027计组，异常和中断机制，教材p242（PDF页253）; 王道2027操作系统，1.3 操作系统的运行环境，教材p15,0.96,跨课程：计算机组成原理→操作系统,242;15,“中断”（计算机组成原理）与“中断”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：组成原理侧重CPU如何响应中断，操作系统侧重中断如何触发内核处理和资源管理。
XCR_E_0054,CO_MEC_028,异常,COMPARE_WITH,OS_MEC_013,异常,组成原理侧重异常的硬件控制流改变，操作系统侧重异常/陷入进入内核后的处理。,跨课程关系整理；参考：王道2027计组，异常和中断机制，教材p242（PDF页253）; 王道2027操作系统，1.3 操作系统的运行环境，教材p15,0.95,跨课程：计算机组成原理→操作系统,242;15,“异常”（计算机组成原理）与“异常”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：组成原理侧重异常的硬件控制流改变，操作系统侧重异常/陷入进入内核后的处理。
XCR_E_0055,CO_MEC_044,DMA方式,COMPARE_WITH,OS_MEC_075,DMA方式,组成原理解释DMA控制器和传送过程，操作系统解释DMA方式在I/O管理中的使用。,跨课程关系整理；参考：王道2027计组，I/O方式，教材p305（PDF页316）; 王道2027操作系统，5.1 I/O管理概述，教材p305,0.96,跨课程：计算机组成原理→操作系统,305;305,“DMA方式”（计算机组成原理）与“DMA方式”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：组成原理解释DMA控制器和传送过程，操作系统解释DMA方式在I/O管理中的使用。
XCR_E_0056,CO_TOP_019,虚拟存储器,COMPARE_WITH,OS_CON_065,虚拟内存,组成原理中的虚拟存储器强调硬件地址转换支持，操作系统中的虚拟内存强调按需调页和内存管理策略。,跨课程关系整理；参考：王道2027计组，虚拟存储器，教材p130（PDF页141）; 王道2027操作系统，3.2 虚拟内存管理，教材p212,0.94,跨课程：计算机组成原理→操作系统,130;212,“虚拟存储器”（计算机组成原理）与“虚拟内存”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：组成原理中的虚拟存储器强调硬件地址转换支持，操作系统中的虚拟内存强调按需调页和内存管理策略。
XCR_E_0057,CO_DST_001,页表,COMPARE_WITH,OS_DST_006,页表,两门课都讲页表：组成原理强调地址转换硬件路径，操作系统强调页表作为进程内存管理数据结构。,跨课程关系整理；参考：王道2027计组，虚拟存储器，教材p130（PDF页141）; 王道2027操作系统，3.1 内存管理概念，教材p176,0.95,跨课程：计算机组成原理→操作系统,130;176,“页表”（计算机组成原理）与“页表”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：两门课都讲页表：组成原理强调地址转换硬件路径，操作系统强调页表作为进程内存管理数据结构。
XCR_E_0058,CO_OBJ_021,TLB,COMPARE_WITH,OS_CON_063,快表,TLB与快表是同一类高速地址转换缓存，分别从硬件结构和操作系统地址转换角度讲解。,跨课程关系整理；参考：王道2027计组，虚拟存储器，教材p132（PDF页143）; 王道2027操作系统，3.1 内存管理概念，教材p176,0.97,跨课程：计算机组成原理→操作系统,132;176,“TLB”（计算机组成原理）与“快表”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：TLB与快表是同一类高速地址转换缓存，分别从硬件结构和操作系统地址转换角度讲解。
XCR_E_0059,CO_ALG_004,页面置换算法,COMPARE_WITH,OS_TOP_069,3.2.4 页面置换算法,组成原理和操作系统都涉及页面置换算法，前者偏虚拟存储器硬件/访存效果，后者偏内存管理策略。,跨课程关系整理；参考：王道2027计组，虚拟存储器，教材p130-147（PDF页141起）; 王道2027操作系统，3.2.4 页面置换算法，教材p217,0.92,跨课程：计算机组成原理→操作系统,130;217,“页面置换算法”（计算机组成原理）与“3.2.4 页面置换算法”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：组成原理和操作系统都涉及页面置换算法，前者偏虚拟存储器硬件/访存效果，后者偏内存管理策略。
XCR_E_0060,CO_PRB_003,缺页,COMPARE_WITH,OS_MEC_052,缺页中断,缺页是虚页不在主存的事件，操作系统中表现为由硬件触发并交由内核处理的缺页中断。,跨课程关系整理；参考：王道2027计组，虚拟存储器，教材p130（PDF页141）; 王道2027操作系统，3.2 虚拟内存管理，教材p212,0.94,跨课程：计算机组成原理→操作系统,130;212,“缺页”（计算机组成原理）与“缺页中断”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：缺页是虚页不在主存的事件，操作系统中表现为由硬件触发并交由内核处理的缺页中断。
XCR_E_0061,OS_MEC_005,系统调用,USES,CO_MEC_028,异常,系统调用通常通过陷入/异常机制从用户态转入内核态，需要硬件异常机制支持。,跨课程关系整理；参考：王道2027操作系统，1.1 操作系统的基本概念，教材p1; 王道2027计组，异常和中断机制，教材p242（PDF页253）,0.92,跨课程：操作系统→计算机组成原理,1;242,“系统调用”（操作系统）与“异常”（计算机组成原理）存在跨课程关系“USES”。依据：系统调用通常通过陷入/异常机制从用户态转入内核态，需要硬件异常机制支持。
XCR_E_0062,OS_MEC_010,中断机制,IMPLEMENTED_BY,CO_MEC_029,中断,操作系统的中断机制依赖CPU中断响应、向量和优先级等硬件机制实现。,跨课程关系整理；参考：王道2027操作系统，1.3 操作系统的运行环境，教材p15; 王道2027计组，异常和中断机制，教材p242（PDF页253）,0.93,跨课程：操作系统→计算机组成原理,15;242,“中断机制”（操作系统）与“中断”（计算机组成原理）存在跨课程关系“IMPLEMENTED_BY”。依据：操作系统的中断机制依赖CPU中断响应、向量和优先级等硬件机制实现。
XCR_E_0063,OS_MEC_041,中断屏蔽,IMPLEMENTED_BY,CO_MEC_030,中断屏蔽,操作系统通过中断屏蔽实现某些临界区保护，底层依赖硬件中断屏蔽能力。,跨课程关系整理；参考：王道2027操作系统，2.3 同步与互斥，教材p99; 王道2027计组，异常和中断机制，教材p243（PDF页254）,0.89,跨课程：操作系统→计算机组成原理,99;243,“中断屏蔽”（操作系统）与“中断屏蔽”（计算机组成原理）存在跨课程关系“IMPLEMENTED_BY”。依据：操作系统通过中断屏蔽实现某些临界区保护，底层依赖硬件中断屏蔽能力。
XCR_E_0064,OS_MEC_044,内存保护,USES,CO_TOP_019,虚拟存储器,内存保护和地址空间隔离依赖虚拟存储器、地址转换和相关硬件支持。,跨课程关系整理；参考：王道2027操作系统，3.1 内存管理概念，教材p176; 王道2027计组，虚拟存储器，教材p130（PDF页141）,0.87,跨课程：操作系统→计算机组成原理,176;130,“内存保护”（操作系统）与“虚拟存储器”（计算机组成原理）存在跨课程关系“USES”。依据：内存保护和地址空间隔离依赖虚拟存储器、地址转换和相关硬件支持。
XCR_E_0065,OS_CON_059,地址转换,USES,CO_OBJ_021,TLB,地址转换过程中使用快表/TLB加速页表项查询。,跨课程关系整理；参考：王道2027操作系统，3.1 内存管理概念，教材p176; 王道2027计组，虚拟存储器，教材p132（PDF页143）,0.93,跨课程：操作系统→计算机组成原理,176;132,“地址转换”（操作系统）与“TLB”（计算机组成原理）存在跨课程关系“USES”。依据：地址转换过程中使用快表/TLB加速页表项查询。
XCR_E_0066,OS_MEC_074,中断驱动方式,COMPARE_WITH,CO_MEC_043,程序中断方式,操作系统的中断驱动I/O方式与组成原理中的程序中断方式描述的是同一类I/O控制思路。,跨课程关系整理；参考：王道2027操作系统，5.1 I/O管理概述，教材p305; 王道2027计组，I/O方式，教材p300（PDF页311）,0.93,跨课程：操作系统→计算机组成原理,305;300,“中断驱动方式”（操作系统）与“程序中断方式”（计算机组成原理）存在跨课程关系“COMPARE_WITH”。依据：操作系统的中断驱动I/O方式与组成原理中的程序中断方式描述的是同一类I/O控制思路。
XCR_E_0067,OS_MEC_085,磁盘调度,USES,CO_OBJ_016,磁盘存储器,磁盘调度的优化目标来自磁盘存储器的机械访问特性。,跨课程关系整理；参考：王道2027操作系统，5.3 磁盘和固态硬盘，教材p340; 王道2027计组，外部存储器，教材p102（PDF页113）,0.88,跨课程：操作系统→计算机组成原理,340;102,“磁盘调度”（操作系统）与“磁盘存储器”（计算机组成原理）存在跨课程关系“USES”。依据：磁盘调度的优化目标来自磁盘存储器的机械访问特性。
XCR_E_0068,CO_MET_001,吞吐量,COMPARE_WITH,OS_MET_006,系统吞吐量,组成原理中的吞吐量是系统性能指标，操作系统中的系统吞吐量用于评价调度和资源管理效果。,跨课程关系整理；参考：王道2027计组，计算机的性能指标，教材p11（PDF页22）; 王道2027操作系统，2.2 CPU调度，教材p66,0.86,跨课程：计算机组成原理→操作系统,11;66,“吞吐量”（计算机组成原理）与“系统吞吐量”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：组成原理中的吞吐量是系统性能指标，操作系统中的系统吞吐量用于评价调度和资源管理效果。
XCR_E_0069,CO_MET_002,响应时间,COMPARE_WITH,OS_MET_004,响应时间,响应时间既是计算机系统性能指标，也是操作系统调度评价指标，关注层次不同。,跨课程关系整理；参考：王道2027计组，计算机的性能指标，教材p11（PDF页22）; 王道2027操作系统，2.2 CPU调度，教材p66,0.86,跨课程：计算机组成原理→操作系统,11;66,“响应时间”（计算机组成原理）与“响应时间”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：响应时间既是计算机系统性能指标，也是操作系统调度评价指标，关注层次不同。
XCR_E_0070,CO_MET_018,CPU利用率,COMPARE_WITH,OS_MET_005,CPU利用率,CPU利用率在组成原理中度量处理器有效工作比例，在操作系统中评价调度和多道程序效果。,跨课程关系整理；参考：王道2027计组，I/O方式，教材p299-327（PDF页310起）; 王道2027操作系统，2.2 CPU调度，教材p66,0.88,跨课程：计算机组成原理→操作系统,299;66,“CPU利用率”（计算机组成原理）与“CPU利用率”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：CPU利用率在组成原理中度量处理器有效工作比例，在操作系统中评价调度和多道程序效果。
XCR_E_0071,CP_MEC_006,目标代码生成,USES,CO_TOP_020,指令系统,目标代码生成需要根据目标机器指令系统选择可执行的机器指令或汇编指令。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，1.2 编译过程和编译程序的结构，教材p2; 王道2027计组，指令系统，教材p148（PDF页159）,0.96,跨课程：编译原理→计算机组成原理,2;148,“目标代码生成”（编译原理）与“指令系统”（计算机组成原理）存在跨课程关系“USES”。依据：目标代码生成需要根据目标机器指令系统选择可执行的机器指令或汇编指令。
XCR_E_0072,CP_ALG_026,指令选择,USES,CO_TOP_021,寻址方式,指令选择必须考虑目标机器支持的寻址方式，决定操作数如何被访问。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，10.4 目标代码生成技术，教材p280; 王道2027计组，寻址方式，教材p156（PDF页167）,0.93,跨课程：编译原理→计算机组成原理,280;156,“指令选择”（编译原理）与“寻址方式”（计算机组成原理）存在跨课程关系“USES”。依据：指令选择必须考虑目标机器支持的寻址方式，决定操作数如何被访问。
XCR_E_0073,CP_ALG_027,寄存器分配,USES,CO_OBJ_022,寄存器组,寄存器分配以CPU寄存器组为对象，决定变量或临时值驻留在哪些寄存器中。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，10.4 目标代码生成技术，教材p280; 王道2027计组，CPU的功能和基本结构，教材p196（PDF页207）,0.97,跨课程：编译原理→计算机组成原理,280;196,“寄存器分配”（编译原理）与“寄存器组”（计算机组成原理）存在跨课程关系“USES”。依据：寄存器分配以CPU寄存器组为对象，决定变量或临时值驻留在哪些寄存器中。
XCR_E_0074,CP_DS_034,寄存器描述符,USES,CO_OBJ_022,寄存器组,寄存器描述符记录寄存器当前保存的变量或临时值，依赖寄存器组概念。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，10.4 目标代码生成技术，教材p280; 王道2027计组，CPU的功能和基本结构，教材p196（PDF页207）,0.94,跨课程：编译原理→计算机组成原理,280;196,“寄存器描述符”（编译原理）与“寄存器组”（计算机组成原理）存在跨课程关系“USES”。依据：寄存器描述符记录寄存器当前保存的变量或临时值，依赖寄存器组概念。
XCR_E_0075,CP_DS_035,地址描述符,USES,CO_TOP_021,寻址方式,地址描述符记录变量在内存或寄存器中的位置，和寻址方式、地址形成密切相关。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，10.4 目标代码生成技术，教材p280; 王道2027计组，寻址方式，教材p156（PDF页167）,0.88,跨课程：编译原理→计算机组成原理,280;156,“地址描述符”（编译原理）与“寻址方式”（计算机组成原理）存在跨课程关系“USES”。依据：地址描述符记录变量在内存或寄存器中的位置，和寻址方式、地址形成密切相关。
XCR_E_0076,CP_MEC_022,过程调用,COMPARE_WITH,CO_SYN_004,过程调用,编译原理从活动记录和运行时环境解释过程调用，组成原理从机器级代码解释调用、返回和现场保存。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，9.3 过程调用，教材p241; 王道2027计组，程序的机器级代码表示，教材p179（PDF页190）,0.96,跨课程：编译原理→计算机组成原理,241;179,“过程调用”（编译原理）与“过程调用”（计算机组成原理）存在跨课程关系“COMPARE_WITH”。依据：编译原理从活动记录和运行时环境解释过程调用，组成原理从机器级代码解释调用、返回和现场保存。
XCR_E_0077,CP_DS_025,活动记录,COMPARE_WITH,CO_DST_002,栈帧,活动记录是编译运行时视角的调用存储单元，栈帧是机器级代码视角的对应结构。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，9.2 活动记录，教材p234; 王道2027计组，程序的机器级代码表示，教材p177（PDF页188）,0.96,跨课程：编译原理→计算机组成原理,234;177,“活动记录”（编译原理）与“栈帧”（计算机组成原理）存在跨课程关系“COMPARE_WITH”。依据：活动记录是编译运行时视角的调用存储单元，栈帧是机器级代码视角的对应结构。
XCR_E_0078,CP_MEC_018,运行时存储组织,USES,CO_DST_002,栈帧,运行时存储组织中的调用栈和活动记录需要落到机器级栈帧布局上。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，9.1 运行时存储组织概述，教材p229; 王道2027计组，程序的机器级代码表示，教材p177（PDF页188）,0.91,跨课程：编译原理→计算机组成原理,229;177,“运行时存储组织”（编译原理）与“栈帧”（计算机组成原理）存在跨课程关系“USES”。依据：运行时存储组织中的调用栈和活动记录需要落到机器级栈帧布局上。
XCR_E_0079,CP_APP_007,汇编器,USES,CO_SYN_001,汇编指令,汇编器的输入是汇编指令，输出目标文件或机器代码。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，12.2 开源工具Binutils，教材p341; 王道2027计组，程序的机器级代码表示，教材p171（PDF页182）,0.94,跨课程：编译原理→计算机组成原理,341;171,“汇编器”（编译原理）与“汇编指令”（计算机组成原理）存在跨课程关系“USES”。依据：汇编器的输入是汇编指令，输出目标文件或机器代码。
XCR_E_0080,CP_MEC_005,代码优化,USES,CO_TOP_010,计算机的性能指标,代码优化的收益需要结合执行时间、吞吐量等机器性能指标来评价。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，1.2 编译过程和编译程序的结构，教材p2; 王道2027计组，计算机的性能指标，教材p11（PDF页22）,0.82,跨课程：编译原理→计算机组成原理,2;11,“代码优化”（编译原理）与“计算机的性能指标”（计算机组成原理）存在跨课程关系“USES”。依据：代码优化的收益需要结合执行时间、吞吐量等机器性能指标来评价。
XCR_E_0081,CP_MEC_005,代码优化,USES,CO_TOP_029,指令流水线,循环优化、指令调度等优化会受到流水线冒险和并行执行能力影响。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，1.2 编译过程和编译程序的结构，教材p2; 王道2027计组，指令流水线，教材p247（PDF页258）,0.78,跨课程：编译原理→计算机组成原理,2;247,“代码优化”（编译原理）与“指令流水线”（计算机组成原理）存在跨课程关系“USES”。依据：循环优化、指令调度等优化会受到流水线冒险和并行执行能力影响。
XCR_E_0082,CP_OBJ_006,目标机器,COMPARE_WITH,CO_OBJ_001,CPU,编译原理中的目标机器是代码生成面向的抽象/实际硬件，组成原理中的CPU是执行目标代码的核心部件。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，10.4 目标代码生成技术，教材p280; 王道2027计组，计算机系统层次结构，教材p3（PDF页14）,0.86,跨课程：编译原理→计算机组成原理,280;3,“目标机器”（编译原理）与“CPU”（计算机组成原理）存在跨课程关系“COMPARE_WITH”。依据：编译原理中的目标机器是代码生成面向的抽象/实际硬件，组成原理中的CPU是执行目标代码的核心部件。
XCR_E_0083,CP_APP_008,链接器,APPLIED_IN,OS_MEC_019,程序链接,链接器把目标文件和库合成为可执行文件，是程序链接机制的核心工具。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，12.2 开源工具Binutils，教材p341; 王道2027操作系统，1.3 操作系统的运行环境，教材p15,0.94,跨课程：编译原理→操作系统,341;15,“链接器”（编译原理）与“程序链接”（操作系统）存在跨课程关系“APPLIED_IN”。依据：链接器把目标文件和库合成为可执行文件，是程序链接机制的核心工具。
XCR_E_0084,CP_OBJ_007,目标文件,PREREQUISITE_OF,OS_MEC_018,程序装入,程序装入通常以目标文件或可执行文件为输入，需理解目标文件的结构和可链接性。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，12.2 开源工具Binutils，教材p341; 王道2027操作系统，1.3 操作系统的运行环境，教材p15,0.90,跨课程：编译原理→操作系统,341;15,“目标文件”（编译原理）与“程序装入”（操作系统）存在跨课程关系“PREREQUISITE_OF”。依据：程序装入通常以目标文件或可执行文件为输入，需理解目标文件的结构和可链接性。
XCR_E_0085,CP_OBJ_009,动态库,APPLIED_IN,OS_MEC_020,动态链接,动态库在程序装入或运行时被解析和装入，是动态链接的对象。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，12.2 开源工具Binutils，教材p341; 王道2027操作系统，1.3 操作系统的运行环境，教材p15,0.95,跨课程：编译原理→操作系统,341;15,“动态库”（编译原理）与“动态链接”（操作系统）存在跨课程关系“APPLIED_IN”。依据：动态库在程序装入或运行时被解析和装入，是动态链接的对象。
XCR_E_0086,CP_OBJ_008,静态库,APPLIED_IN,OS_MEC_021,静态链接,静态库在链接阶段复制所需代码到目标程序，是静态链接的重要对象。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，12.2 开源工具Binutils，教材p341; 王道2027操作系统，1.3 操作系统的运行环境，教材p15,0.94,跨课程：编译原理→操作系统,341;15,“静态库”（编译原理）与“静态链接”（操作系统）存在跨课程关系“APPLIED_IN”。依据：静态库在链接阶段复制所需代码到目标程序，是静态链接的重要对象。
XCR_E_0087,CP_MEC_018,运行时存储组织,COMPARE_WITH,OS_CON_025,进程地址空间,运行时存储组织描述代码区、静态区、栈区、堆区等布局，进程地址空间是操作系统对这些区域的运行时抽象。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，9.1 运行时存储组织概述，教材p229; 王道2027操作系统，1.3 操作系统的运行环境，教材p15,0.95,跨课程：编译原理→操作系统,229;15,“运行时存储组织”（编译原理）与“进程地址空间”（操作系统）存在跨课程关系“COMPARE_WITH”。依据：运行时存储组织描述代码区、静态区、栈区、堆区等布局，进程地址空间是操作系统对这些区域的运行时抽象。
XCR_E_0088,CP_MEC_020,栈式分配,APPLIED_IN,OS_TOP_040,2.1.3 进程的内存映像,栈式分配形成的运行时栈对应进程内存映像中的栈区。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，9.1 运行时存储组织概述，教材p229; 王道2027操作系统，2.1.3 进程的内存映像，教材p40,0.91,跨课程：编译原理→操作系统,229;40,“栈式分配”（编译原理）与“2.1.3 进程的内存映像”（操作系统）存在跨课程关系“APPLIED_IN”。依据：栈式分配形成的运行时栈对应进程内存映像中的栈区。
XCR_E_0089,CP_MEC_021,堆式分配,APPLIED_IN,OS_TOP_040,2.1.3 进程的内存映像,堆式分配形成的动态存储区域对应进程内存映像中的堆区。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，9.1 运行时存储组织概述，教材p229; 王道2027操作系统，2.1.3 进程的内存映像，教材p40,0.90,跨课程：编译原理→操作系统,229;40,“堆式分配”（编译原理）与“2.1.3 进程的内存映像”（操作系统）存在跨课程关系“APPLIED_IN”。依据：堆式分配形成的动态存储区域对应进程内存映像中的堆区。
XCR_E_0090,CP_MEC_026,GCC编译流程,PREREQUISITE_OF,OS_MEC_019,程序链接,GCC编译流程中的汇编和链接阶段有助于理解操作系统中的程序链接和装入。,跨课程关系整理；参考：《编译原理（第3版）》王生原等，清华大学出版社，12.1 开源编译器GCC，教材p336; 王道2027操作系统，1.3 操作系统的运行环境，教材p15,0.86,跨课程：编译原理→操作系统,336;15,“GCC编译流程”（编译原理）与“程序链接”（操作系统）存在跨课程关系“PREREQUISITE_OF”。依据：GCC编译流程中的汇编和链接阶段有助于理解操作系统中的程序链接和装入。
XCR_E_0091,CN_TOP_193,套接字,IMPLEMENTED_BY,OS_MEC_005,系统调用,套接字接口通常以系统调用形式暴露给应用程序，用于创建、绑定、连接和收发数据。,跨课程关系整理；参考：王道2027计网，套接字，教材p226（PDF页237）; 王道2027操作系统，1.1 操作系统的基本概念，教材p1,0.91,跨课程：计算机网络→操作系统,226;1,“套接字”（计算机网络）与“系统调用”（操作系统）存在跨课程关系“IMPLEMENTED_BY”。依据：套接字接口通常以系统调用形式暴露给应用程序，用于创建、绑定、连接和收发数据。
XCR_E_0092,CN_TOP_190,传输层的寻址与端口,APPLIED_IN,OS_MEC_030,进程通信,传输层端口把网络数据分用到具体应用进程，服务于跨主机的进程通信。,跨课程关系整理；参考：王道2027计网，传输层的寻址与端口，教材p225（PDF页236）; 王道2027操作系统，2.1 进程与线程简介，教材p37,0.88,跨课程：计算机网络→操作系统,225;37,“传输层的寻址与端口”（计算机网络）与“进程通信”（操作系统）存在跨课程关系“APPLIED_IN”。依据：传输层端口把网络数据分用到具体应用进程，服务于跨主机的进程通信。
XCR_E_0093,OS_CON_036,消息传递,COMPARE_WITH,CN_TOP_186,应用进程之间的逻辑通信,操作系统中的消息传递关注本机进程间通信，网络中的应用进程逻辑通信关注跨主机进程通信。,跨课程关系整理；参考：王道2027操作系统，2.1 进程与线程简介，教材p37; 王道2027计网，应用进程之间的逻辑通信，教材p224（PDF页235）,0.86,跨课程：操作系统→计算机网络,37;224,“消息传递”（操作系统）与“应用进程之间的逻辑通信”（计算机网络）存在跨课程关系“COMPARE_WITH”。依据：操作系统中的消息传递关注本机进程间通信，网络中的应用进程逻辑通信关注跨主机进程通信。
XCR_E_0094,OS_OBJ_024,缓冲区,APPLIED_IN,CN_TOP_210,TCP流量控制,TCP流量控制依赖接收窗口和缓冲区状态，缓冲区容量直接影响发送方速率。,跨课程关系整理；参考：王道2027操作系统，5.2 设备独立性软件，教材p320; 王道2027计网，TCP流量控制，教材p242（PDF页253）,0.84,跨课程：操作系统→计算机网络,320;242,“缓冲区”（操作系统）与“TCP流量控制”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：TCP流量控制依赖接收窗口和缓冲区状态，缓冲区容量直接影响发送方速率。
XCR_E_0095,OS_OBJ_024,缓冲区,APPLIED_IN,CN_TOP_206,TCP可靠传输,可靠传输需要缓存未确认或乱序到达的数据，缓冲区是实现重传和重组的重要基础。,跨课程关系整理；参考：王道2027操作系统，5.2 设备独立性软件，教材p320; 王道2027计网，TCP可靠传输，教材p240（PDF页251）,0.82,跨课程：操作系统→计算机网络,320;240,“缓冲区”（操作系统）与“TCP可靠传输”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：可靠传输需要缓存未确认或乱序到达的数据，缓冲区是实现重传和重组的重要基础。
XCR_E_0096,OS_CON_015,网络操作系统,USES,CN_TOP_028,OSI参考模型和TCP/IP模型,网络操作系统需要基于网络体系结构和TCP/IP协议栈提供网络资源共享与通信服务。,跨课程关系整理；参考：王道2027操作系统，1.2 操作系统发展历程，教材p7; 王道2027计网，OSI参考模型和TCP/IP模型，教材p17（PDF页28）,0.78,跨课程：操作系统→计算机网络,7;17,“网络操作系统”（操作系统）与“OSI参考模型和TCP/IP模型”（计算机网络）存在跨课程关系“USES”。依据：网络操作系统需要基于网络体系结构和TCP/IP协议栈提供网络资源共享与通信服务。
XCR_E_0097,CO_TOP_002,第2章 数据的表示和运算,PREREQUISITE_OF,CN_TOP_041,编码与调制,物理层编码与调制需要理解二进制数据表示以及数据与信号转换的基础。,跨课程关系整理；参考：王道2027计组，第2章 数据的表示和运算，教材p20（PDF页31）; 王道2027计网，编码与调制，教材p33（PDF页44）,0.85,跨课程：计算机组成原理→计算机网络,20;33,“第2章 数据的表示和运算”（计算机组成原理）与“编码与调制”（计算机网络）存在跨课程关系“PREREQUISITE_OF”。依据：物理层编码与调制需要理解二进制数据表示以及数据与信号转换的基础。
XCR_E_0098,CO_TOP_011,数制与编码,PREREQUISITE_OF,CN_TOP_070,奇偶检验码,奇偶检验码属于编码思想在差错检测中的应用，理解数制与编码有助于掌握其原理。,跨课程关系整理；参考：王道2027计组，数制与编码，教材p20（PDF页31）; 王道2027计网，奇偶检验码，教材p57（PDF页68）,0.82,跨课程：计算机组成原理→计算机网络,20;57,“数制与编码”（计算机组成原理）与“奇偶检验码”（计算机网络）存在跨课程关系“PREREQUISITE_OF”。依据：奇偶检验码属于编码思想在差错检测中的应用，理解数制与编码有助于掌握其原理。
XCR_E_0099,CO_TOP_011,数制与编码,PREREQUISITE_OF,CN_TOP_071,循环冗余码,循环冗余码通过比特串和多项式运算进行检错，需要数制与编码基础。,跨课程关系整理；参考：王道2027计组，数制与编码，教材p20（PDF页31）; 王道2027计网，循环冗余码，教材p57（PDF页68）,0.82,跨课程：计算机组成原理→计算机网络,20;57,“数制与编码”（计算机组成原理）与“循环冗余码”（计算机网络）存在跨课程关系“PREREQUISITE_OF”。依据：循环冗余码通过比特串和多项式运算进行检错，需要数制与编码基础。
XCR_E_0100,CO_TOP_007,第7章 输入/输出系统,PREREQUISITE_OF,CN_TOP_095,以太网的传输介质与网卡,网卡是主机I/O设备，理解I/O系统有助于理解网卡如何与CPU和主存交换数据。,跨课程关系整理；参考：王道2027计组，第7章 输入/输出系统，教材p291（PDF页302）; 王道2027计网，以太网的传输介质与网卡，教材p88（PDF页99）,0.87,跨课程：计算机组成原理→计算机网络,291;88,“第7章 输入/输出系统”（计算机组成原理）与“以太网的传输介质与网卡”（计算机网络）存在跨课程关系“PREREQUISITE_OF”。依据：网卡是主机I/O设备，理解I/O系统有助于理解网卡如何与CPU和主存交换数据。
XCR_E_0101,CO_MEC_044,DMA方式,APPLIED_IN,CN_TOP_095,以太网的传输介质与网卡,网卡收发大量数据时常通过DMA减少CPU搬运开销。,跨课程关系整理；参考：王道2027计组，I/O方式，教材p305（PDF页316）; 王道2027计网，以太网的传输介质与网卡，教材p88（PDF页99）,0.82,跨课程：计算机组成原理→计算机网络,305;88,“DMA方式”（计算机组成原理）与“以太网的传输介质与网卡”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：网卡收发大量数据时常通过DMA减少CPU搬运开销。
XCR_E_0102,CO_MEC_029,中断,APPLIED_IN,CN_TOP_095,以太网的传输介质与网卡,网卡可通过中断通知CPU收包完成或状态变化。,跨课程关系整理；参考：王道2027计组，异常和中断机制，教材p242（PDF页253）; 王道2027计网，以太网的传输介质与网卡，教材p88（PDF页99）,0.83,跨课程：计算机组成原理→计算机网络,242;88,“中断”（计算机组成原理）与“以太网的传输介质与网卡”（计算机网络）存在跨课程关系“APPLIED_IN”。依据：网卡可通过中断通知CPU收包完成或状态变化。
