node_id,name,entity_type,course,topic,definition,alias,difficulty,importance,source,source_section,book_page,evidence_text
DS_TOP_067,首元结点,ComputingObject,数据结构,第2章 线性表,链表中存放第一个有效数据元素的结点。,,1,3,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“首元结点”；本节点概括为：链表中存放第一个有效数据元素的结点。
DS_TOP_068,尾插法,Algorithm,数据结构,第2章 线性表,每次将新结点插入链表尾部以建立链表的方法。,,2,4,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“尾插法”；本节点概括为：每次将新结点插入链表尾部以建立链表的方法。
DS_TOP_069,头插法,Algorithm,数据结构,第2章 线性表,每次将新结点插入链表头部以建立链表的方法。,,2,4,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“头插法”；本节点概括为：每次将新结点插入链表头部以建立链表的方法。
DS_TOP_070,按位查找,Algorithm,数据结构,第2章 线性表,按序号定位链表或顺序表中元素的方法。,,2,4,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“按位查找”；本节点概括为：按序号定位链表或顺序表中元素的方法。
DS_TOP_071,按值查找,Algorithm,数据结构,第2章 线性表,按元素值在表中查找匹配结点的方法。,,2,4,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“按值查找”；本节点概括为：按元素值在表中查找匹配结点的方法。
DS_TOP_072,双链表,DataStructure,数据结构,第2章 线性表,每个结点含前驱和后继两个方向指针的链表。,,2,4,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“双链表”；本节点概括为：每个结点含前驱和后继两个方向指针的链表。
DS_TOP_073,前驱指针,ComputingObject,数据结构,第2章 线性表,双链表结点中指向前驱结点的指针。,,2,3,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“前驱指针”；本节点概括为：双链表结点中指向前驱结点的指针。
DS_TOP_074,后继指针,ComputingObject,数据结构,第2章 线性表,链表结点中指向后继结点的指针。,,2,3,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“后继指针”；本节点概括为：链表结点中指向后继结点的指针。
DS_TOP_075,循环链表,DataStructure,数据结构,第2章 线性表,表尾结点指针指向头部形成环状结构的链表。,,2,4,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“循环链表”；本节点概括为：表尾结点指针指向头部形成环状结构的链表。
DS_TOP_076,循环单链表,DataStructure,数据结构,第2章 线性表,单链表的尾结点指向头结点或首元结点形成循环。,,2,3,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“循环单链表”；本节点概括为：单链表的尾结点指向头结点或首元结点形成循环。
DS_TOP_077,循环双链表,DataStructure,数据结构,第2章 线性表,双链表首尾相接形成双向循环结构。,,2,3,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“循环双链表”；本节点概括为：双链表首尾相接形成双向循环结构。
DS_TOP_078,静态链表,DataStructure,数据结构,第2章 线性表,借助数组和游标模拟链式存储的结构。,,3,3,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“静态链表”；本节点概括为：借助数组和游标模拟链式存储的结构。
DS_TOP_079,顺序表和链表的比较,Concept,数据结构,第2章 线性表,从存取、插入删除、空间开销和适用场景比较两种线性表实现。,,2,5,王道2027数据结构，线性表的链式表示，教材p30（PDF页41）,线性表的链式表示,30,教材在“线性表的链式表示”中出现或讲解“顺序表和链表的比较”；本节点概括为：从存取、插入删除、空间开销和适用场景比较两种线性表实现。
DS_TOP_080,第3章 栈、队列和数组,Topic,数据结构,第3章 栈、队列和数组,研究受限线性表栈与队列、它们的典型应用，以及数组和特殊矩阵的存储。,,3,5,王道2027数据结构，第3章 栈、队列和数组，教材p63（PDF页74）,第3章 栈、队列和数组,63,教材在“第3章 栈、队列和数组”中出现或讲解“第3章 栈、队列和数组”；本节点概括为：研究受限线性表栈与队列、它们的典型应用，以及数组和特殊矩阵的存储。
DS_TOP_081,栈,Topic,数据结构,第3章 栈、队列和数组,说明栈的定义、顺序存储、链式存储以及进栈出栈操作。,,3,4,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“栈”；本节点概括为：说明栈的定义、顺序存储、链式存储以及进栈出栈操作。
DS_TOP_082,栈顶,ComputingObject,数据结构,第3章 栈、队列和数组,栈中允许插入和删除的一端。,,1,4,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“栈顶”；本节点概括为：栈中允许插入和删除的一端。
DS_TOP_083,栈底,ComputingObject,数据结构,第3章 栈、队列和数组,栈中固定不允许直接操作的一端。,,1,3,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“栈底”；本节点概括为：栈中固定不允许直接操作的一端。
DS_TOP_084,后进先出,Property,数据结构,第3章 栈、队列和数组,后进入的数据元素先被删除的性质。,LIFO,1,5,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“后进先出”；本节点概括为：后进入的数据元素先被删除的性质。
DS_TOP_085,进栈,Operation,数据结构,第3章 栈、队列和数组,向栈顶插入元素的操作。,"入栈,push",1,5,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“进栈”；本节点概括为：向栈顶插入元素的操作。
DS_TOP_086,出栈,Operation,数据结构,第3章 栈、队列和数组,从栈顶删除元素的操作。,pop,1,5,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“出栈”；本节点概括为：从栈顶删除元素的操作。
DS_TOP_087,顺序栈,DataStructure,数据结构,第3章 栈、队列和数组,采用顺序存储实现的栈。,,2,4,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“顺序栈”；本节点概括为：采用顺序存储实现的栈。
DS_TOP_088,链栈,DataStructure,数据结构,第3章 栈、队列和数组,采用链式存储实现的栈。,,2,4,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“链栈”；本节点概括为：采用链式存储实现的栈。
DS_TOP_089,共享栈,DataStructure,数据结构,第3章 栈、队列和数组,两个栈共享同一顺序存储空间的结构。,,3,3,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“共享栈”；本节点概括为：两个栈共享同一顺序存储空间的结构。
DS_TOP_090,栈上溢,Problem,数据结构,第3章 栈、队列和数组,进栈时栈空间已满而无法继续存储的问题。,,2,3,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“栈上溢”；本节点概括为：进栈时栈空间已满而无法继续存储的问题。
DS_TOP_091,栈下溢,Problem,数据结构,第3章 栈、队列和数组,出栈时栈为空而无法删除元素的问题。,,2,3,王道2027数据结构，栈，教材p63（PDF页74）,栈,63,教材在“栈”中出现或讲解“栈下溢”；本节点概括为：出栈时栈为空而无法删除元素的问题。
DS_TOP_092,队列,Topic,数据结构,第3章 栈、队列和数组,说明队列的定义、顺序存储、链式存储、循环队列和双端队列。,,3,4,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“队列”；本节点概括为：说明队列的定义、顺序存储、链式存储、循环队列和双端队列。
DS_TOP_093,队头,ComputingObject,数据结构,第3章 栈、队列和数组,队列中允许删除元素的一端。,,1,4,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“队头”；本节点概括为：队列中允许删除元素的一端。
DS_TOP_094,队尾,ComputingObject,数据结构,第3章 栈、队列和数组,队列中允许插入元素的一端。,,1,4,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“队尾”；本节点概括为：队列中允许插入元素的一端。
DS_TOP_095,先进先出,Property,数据结构,第3章 栈、队列和数组,先进入的数据元素先离开的性质。,FIFO,1,5,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“先进先出”；本节点概括为：先进入的数据元素先离开的性质。
DS_TOP_096,入队,Operation,数据结构,第3章 栈、队列和数组,在队尾插入元素的操作。,enqueue,1,5,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“入队”；本节点概括为：在队尾插入元素的操作。
DS_TOP_097,出队,Operation,数据结构,第3章 栈、队列和数组,在队头删除元素的操作。,dequeue,1,5,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“出队”；本节点概括为：在队头删除元素的操作。
DS_TOP_098,循环队列,DataStructure,数据结构,第3章 栈、队列和数组,将顺序队列存储空间首尾相接以循环利用的结构。,,3,5,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“循环队列”；本节点概括为：将顺序队列存储空间首尾相接以循环利用的结构。
DS_TOP_099,队空条件,Property,数据结构,第3章 栈、队列和数组,判定循环队列或链队列为空的条件。,,3,4,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“队空条件”；本节点概括为：判定循环队列或链队列为空的条件。
DS_TOP_100,队满条件,Property,数据结构,第3章 栈、队列和数组,判定循环队列存储空间已满的条件。,,3,4,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“队满条件”；本节点概括为：判定循环队列存储空间已满的条件。
DS_TOP_101,链队列,DataStructure,数据结构,第3章 栈、队列和数组,采用链式存储实现的队列。,,2,4,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“链队列”；本节点概括为：采用链式存储实现的队列。
DS_TOP_102,双端队列,DataStructure,数据结构,第3章 栈、队列和数组,两端都可插入和删除的队列。,Deque,3,4,王道2027数据结构，队列，教材p76（PDF页87）,队列,76,教材在“队列”中出现或讲解“双端队列”；本节点概括为：两端都可插入和删除的队列。
DS_TOP_103,栈和队列的应用,Topic,数据结构,第3章 栈、队列和数组,说明括号匹配、表达式求值、递归、层次遍历和系统缓冲等应用。,,3,4,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“栈和队列的应用”；本节点概括为：说明括号匹配、表达式求值、递归、层次遍历和系统缓冲等应用。
DS_TOP_104,括号匹配,Application,数据结构,第3章 栈、队列和数组,利用栈判断括号序列是否正确配对的典型应用。,,2,5,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“括号匹配”；本节点概括为：利用栈判断括号序列是否正确配对的典型应用。
DS_TOP_105,表达式求值,Application,数据结构,第3章 栈、队列和数组,利用栈处理运算符优先级和操作数的典型应用。,,3,5,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“表达式求值”；本节点概括为：利用栈处理运算符优先级和操作数的典型应用。
DS_TOP_106,中缀表达式,Concept,数据结构,第3章 栈、队列和数组,运算符位于两个操作数之间的表达式形式。,,2,3,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“中缀表达式”；本节点概括为：运算符位于两个操作数之间的表达式形式。
DS_TOP_107,后缀表达式,Concept,数据结构,第3章 栈、队列和数组,运算符位于操作数之后的表达式形式。,逆波兰表达式,3,4,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“后缀表达式”；本节点概括为：运算符位于操作数之后的表达式形式。
DS_TOP_108,前缀表达式,Concept,数据结构,第3章 栈、队列和数组,运算符位于操作数之前的表达式形式。,波兰表达式,3,3,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“前缀表达式”；本节点概括为：运算符位于操作数之前的表达式形式。
DS_TOP_109,递归,Mechanism,数据结构,第3章 栈、队列和数组,函数或过程直接或间接调用自身的机制。,,3,5,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“递归”；本节点概括为：函数或过程直接或间接调用自身的机制。
DS_TOP_110,递归工作栈,DataStructure,数据结构,第3章 栈、队列和数组,系统用于保存递归调用现场信息的栈结构。,,3,4,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“递归工作栈”；本节点概括为：系统用于保存递归调用现场信息的栈结构。
DS_TOP_111,层次遍历,Algorithm,数据结构,第3章 栈、队列和数组,按层从上到下、从左到右访问树或图结点的遍历方法。,,2,5,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“层次遍历”；本节点概括为：按层从上到下、从左到右访问树或图结点的遍历方法。
DS_TOP_112,缓冲区,Application,数据结构,第3章 栈、队列和数组,利用队列平衡数据产生与消费速度差异的系统应用。,,2,3,王道2027数据结构，栈和队列的应用，教材p90（PDF页101）,栈和队列的应用,90,教材在“栈和队列的应用”中出现或讲解“缓冲区”；本节点概括为：利用队列平衡数据产生与消费速度差异的系统应用。
DS_TOP_113,数组和特殊矩阵,Topic,数据结构,第3章 栈、队列和数组,说明数组存储、特殊矩阵压缩存储和稀疏矩阵表示。,,3,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“数组和特殊矩阵”；本节点概括为：说明数组存储、特殊矩阵压缩存储和稀疏矩阵表示。
DS_TOP_114,数组,DataStructure,数据结构,第3章 栈、队列和数组,由相同类型数据元素构成，并可按下标随机访问的结构。,,2,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“数组”；本节点概括为：由相同类型数据元素构成，并可按下标随机访问的结构。
DS_TOP_115,多维数组,DataStructure,数据结构,第3章 栈、队列和数组,具有两个或多个下标维度的数组结构。,,2,3,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“多维数组”；本节点概括为：具有两个或多个下标维度的数组结构。
DS_TOP_116,行优先存储,Mechanism,数据结构,第3章 栈、队列和数组,按行序将二维数组元素映射到一维存储空间的方法。,,2,3,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“行优先存储”；本节点概括为：按行序将二维数组元素映射到一维存储空间的方法。
DS_TOP_117,列优先存储,Mechanism,数据结构,第3章 栈、队列和数组,按列序将二维数组元素映射到一维存储空间的方法。,,2,3,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“列优先存储”；本节点概括为：按列序将二维数组元素映射到一维存储空间的方法。
DS_TOP_118,矩阵压缩存储,Mechanism,数据结构,第3章 栈、队列和数组,只存储矩阵中必要元素以节省空间的存储方法。,,3,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“矩阵压缩存储”；本节点概括为：只存储矩阵中必要元素以节省空间的存储方法。
DS_TOP_119,特殊矩阵,DataStructure,数据结构,第3章 栈、队列和数组,具有元素分布规律、可压缩存储的矩阵。,,2,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“特殊矩阵”；本节点概括为：具有元素分布规律、可压缩存储的矩阵。
DS_TOP_120,对称矩阵,DataStructure,数据结构,第3章 栈、队列和数组,满足a_ij=a_ji的方阵。,,2,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“对称矩阵”；本节点概括为：满足a_ij=a_ji的方阵。
DS_TOP_121,三角矩阵,DataStructure,数据结构,第3章 栈、队列和数组,上三角或下三角区域之外元素相同或为零的矩阵。,,2,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“三角矩阵”；本节点概括为：上三角或下三角区域之外元素相同或为零的矩阵。
DS_TOP_122,三对角矩阵,DataStructure,数据结构,第3章 栈、队列和数组,非零元素集中在主对角线及其上下相邻对角线的矩阵。,带状矩阵,3,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“三对角矩阵”；本节点概括为：非零元素集中在主对角线及其上下相邻对角线的矩阵。
DS_TOP_123,稀疏矩阵,DataStructure,数据结构,第3章 栈、队列和数组,非零元素个数远少于矩阵元素总数的矩阵。,,3,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“稀疏矩阵”；本节点概括为：非零元素个数远少于矩阵元素总数的矩阵。
DS_TOP_124,三元组,DataStructure,数据结构,第3章 栈、队列和数组,用行号、列号和值描述稀疏矩阵非零元素的结构。,,3,4,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“三元组”；本节点概括为：用行号、列号和值描述稀疏矩阵非零元素的结构。
DS_TOP_125,稀疏矩阵十字链表,DataStructure,数据结构,第3章 栈、队列和数组,用于稀疏矩阵的行列双向链式表示。,稀疏矩阵十字链表,4,3,王道2027数据结构，数组和特殊矩阵，教材p100（PDF页111）,数组和特殊矩阵,100,教材在“数组和特殊矩阵”中出现或讲解“稀疏矩阵十字链表”；本节点概括为：用于稀疏矩阵的行列双向链式表示。
DS_TOP_126,第4章 串,Topic,数据结构,第4章 串,研究串的定义、存储实现和模式匹配，重点是KMP算法及next数组。,,3,5,王道2027数据结构，第4章 串，教材p109（PDF页120）,第4章 串,109,教材在“第4章 串”中出现或讲解“第4章 串”；本节点概括为：研究串的定义、存储实现和模式匹配，重点是KMP算法及next数组。
DS_TOP_127,串的定义和实现,Topic,数据结构,第4章 串,说明串、子串、主串、模式串以及串的基本操作和存储结构。,,3,4,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“串的定义和实现”；本节点概括为：说明串、子串、主串、模式串以及串的基本操作和存储结构。
DS_TOP_128,串,DataStructure,数据结构,第4章 串,由零个或多个字符组成的有限序列。,"字符串,String",2,5,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“串”；本节点概括为：由零个或多个字符组成的有限序列。
DS_TOP_129,空串,DataStructure,数据结构,第4章 串,长度为0的串。,,1,3,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“空串”；本节点概括为：长度为0的串。
DS_TOP_130,子串,Concept,数据结构,第4章 串,串中任意连续字符组成的子序列。,,1,4,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“子串”；本节点概括为：串中任意连续字符组成的子序列。
DS_TOP_131,主串,Concept,数据结构,第4章 串,被匹配或被查找的目标串。,,1,4,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“主串”；本节点概括为：被匹配或被查找的目标串。
DS_TOP_132,模式串,Concept,数据结构,第4章 串,在主串中需要查找的串。,模式,2,5,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“模式串”；本节点概括为：在主串中需要查找的串。
DS_TOP_133,串长,Metric,数据结构,第4章 串,串中字符的个数。,,1,3,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“串长”；本节点概括为：串中字符的个数。
DS_TOP_134,串的顺序存储,Mechanism,数据结构,第4章 串,用连续存储空间存放串中字符的实现方式。,,2,4,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“串的顺序存储”；本节点概括为：用连续存储空间存放串中字符的实现方式。
DS_TOP_135,串的链式存储,Mechanism,数据结构,第4章 串,用链表结点存储串中字符或字符块的实现方式。,,3,3,王道2027数据结构，串的定义和实现，教材p109（PDF页120）,串的定义和实现,109,教材在“串的定义和实现”中出现或讲解“串的链式存储”；本节点概括为：用链表结点存储串中字符或字符块的实现方式。
DS_TOP_136,串的模式匹配,Topic,数据结构,第4章 串,说明简单模式匹配、KMP算法及其优化。,,3,4,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“串的模式匹配”；本节点概括为：说明简单模式匹配、KMP算法及其优化。
DS_TOP_137,模式匹配,Problem,数据结构,第4章 串,在主串中查找与模式串相等子串的位置的问题。,,3,5,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“模式匹配”；本节点概括为：在主串中查找与模式串相等子串的位置的问题。
DS_TOP_138,简单模式匹配算法,Algorithm,数据结构,第4章 串,逐个起始位置尝试匹配模式串的朴素算法。,朴素匹配,2,4,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“简单模式匹配算法”；本节点概括为：逐个起始位置尝试匹配模式串的朴素算法。
DS_TOP_139,KMP算法,Algorithm,数据结构,第4章 串,利用已匹配信息避免主串指针回溯的模式匹配算法。,,4,5,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“KMP算法”；本节点概括为：利用已匹配信息避免主串指针回溯的模式匹配算法。
DS_TOP_140,next数组,DataStructure,数据结构,第4章 串,记录模式串在失配时应跳转位置的辅助数组。,,4,5,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“next数组”；本节点概括为：记录模式串在失配时应跳转位置的辅助数组。
DS_TOP_141,nextval数组,DataStructure,数据结构,第4章 串,对next数组进一步优化以减少重复比较的辅助数组。,,4,4,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“nextval数组”；本节点概括为：对next数组进一步优化以减少重复比较的辅助数组。
DS_TOP_142,失配,Problem,数据结构,第4章 串,模式串当前字符与主串当前字符比较不相等的情况。,,3,4,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“失配”；本节点概括为：模式串当前字符与主串当前字符比较不相等的情况。
DS_TOP_143,主串指针回溯,Problem,数据结构,第4章 串,朴素匹配中主串指针反复退回导致效率降低的问题。,,3,4,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“主串指针回溯”；本节点概括为：朴素匹配中主串指针反复退回导致效率降低的问题。
DS_TOP_144,部分匹配,Mechanism,数据结构,第4章 串,利用模式串前后缀相同部分决定下一次比较位置的思想。,,4,4,王道2027数据结构，串的模式匹配，教材p111（PDF页122）,串的模式匹配,111,教材在“串的模式匹配”中出现或讲解“部分匹配”；本节点概括为：利用模式串前后缀相同部分决定下一次比较位置的思想。
DS_TOP_145,第5章 树与二叉树,Topic,数据结构,第5章 树与二叉树,研究树、二叉树、遍历、线索二叉树、树/森林转换、哈夫曼树和并查集。,,3,5,王道2027数据结构，第5章 树与二叉树，教材p124（PDF页135）,第5章 树与二叉树,124,教材在“第5章 树与二叉树”中出现或讲解“第5章 树与二叉树”；本节点概括为：研究树、二叉树、遍历、线索二叉树、树/森林转换、哈夫曼树和并查集。
DS_TOP_146,树的基本概念,Topic,数据结构,第5章 树与二叉树,说明树的定义、基本术语和基本性质。,,3,4,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“树的基本概念”；本节点概括为：说明树的定义、基本术语和基本性质。
DS_TOP_147,树,DataStructure,数据结构,第5章 树与二叉树,由n个结点构成的有限集合，n=0时为空树，非空树具有唯一根结点。,Tree,2,5,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“树”；本节点概括为：由n个结点构成的有限集合，n=0时为空树，非空树具有唯一根结点。
DS_TOP_148,空树,DataStructure,数据结构,第5章 树与二叉树,结点数为0的树。,,1,2,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“空树”；本节点概括为：结点数为0的树。
DS_TOP_149,根结点,ComputingObject,数据结构,第5章 树与二叉树,树中没有前驱的唯一结点。,根节点,1,5,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“根结点”；本节点概括为：树中没有前驱的唯一结点。
DS_TOP_150,叶结点,ComputingObject,数据结构,第5章 树与二叉树,度为0的结点。,"叶子结点,终端结点",1,5,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“叶结点”；本节点概括为：度为0的结点。
DS_TOP_151,分支结点,ComputingObject,数据结构,第5章 树与二叉树,度大于0的结点。,非终端结点,1,3,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“分支结点”；本节点概括为：度大于0的结点。
DS_TOP_152,结点的度,Metric,数据结构,第5章 树与二叉树,结点拥有的孩子结点数。,,2,5,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“结点的度”；本节点概括为：结点拥有的孩子结点数。
DS_TOP_153,树的度,Metric,数据结构,第5章 树与二叉树,树中所有结点度的最大值。,,2,5,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“树的度”；本节点概括为：树中所有结点度的最大值。
DS_TOP_154,孩子结点,ComputingObject,数据结构,第5章 树与二叉树,某结点的直接后继。,,1,3,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“孩子结点”；本节点概括为：某结点的直接后继。
DS_TOP_155,双亲结点,ComputingObject,数据结构,第5章 树与二叉树,某结点的直接前驱。,父结点,1,3,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“双亲结点”；本节点概括为：某结点的直接前驱。
DS_TOP_156,兄弟结点,ComputingObject,数据结构,第5章 树与二叉树,具有同一双亲的结点。,,1,3,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“兄弟结点”；本节点概括为：具有同一双亲的结点。
DS_TOP_157,祖先结点,ComputingObject,数据结构,第5章 树与二叉树,从根到该结点路径上经过的所有前驱结点。,,2,3,王道2027数据结构，树的基本概念，教材p124（PDF页135）,树的基本概念,124,教材在“树的基本概念”中出现或讲解“祖先结点”；本节点概括为：从根到该结点路径上经过的所有前驱结点。
